alert_id,meter_id,zone,alert_timestamp,anomaly_type,severity,anomaly_score,status,estimated_loss_units,assigned_inspector,resolution_timestamp,root_cause,model_version
ALT-002827,BSCM-000454,Electronic City,2024-10-18 12:00:00,Voltage Sag,Low,0.6322,Resolved,0.0,INS-0016,2024-10-21T11:00:00,Line fault,Ensemble-v1
ALT-002828,BSCM-000457,Marathahalli,2023-07-09 03:00:00,Energy Theft,High,0.8173,False Positive,215.69,INS-0001,,,TheftDetect-v3.0
ALT-002829,BSCM-000297,Hebbal,2023-04-26 07:00:00,Communication Loss,Medium,0.8267,Resolved,0.0,INS-0003,2023-04-27T18:00:00,Rodent damage,TheftDetect-v3.0
ALT-002830,BSCM-000050,Jayanagar,2024-12-05 07:00:00,Energy Theft,Medium,0.9116,Resolved,137.95,INS-0020,2024-12-07T20:00:00,Meter bypass,TheftDetect-v2.1
ALT-002831,BSCM-000297,Hebbal,2024-05-20 09:00:00,Reverse Energy,High,0.5722,Resolved,0.0,INS-0009,2024-05-24T14:00:00,,TheftDetect-v3.0
ALT-002832,BSCM-000416,Rajajinagar,2023-06-26 22:00:00,Overcurrent,Critical,0.6059,Resolved,0.0,INS-0011,2023-06-28T12:00:00,,TheftDetect-v2.1
ALT-002833,BSCM-000146,Yelahanka,2024-08-15 13:00:00,Overcurrent,Low,0.7544,Resolved,0.0,INS-0005,2024-08-17T17:00:00,,TheftDetect-v3.0
ALT-002834,BSCM-000066,Electronic City,2023-07-04 05:00:00,Reverse Energy,Medium,0.6053,Open,0.0,,,,Ensemble-v1
ALT-002835,BSCM-000320,Koramangala,2024-06-02 20:00:00,Reverse Energy,Low,0.9303,Open,0.0,,,,TheftDetect-v2.1
ALT-002836,BSCM-000290,Whitefield,2024-06-27 05:00:00,Meter Tamper,Medium,0.8836,Investigating,0.0,INS-0006,,,TheftDetect-v2.1
ALT-002837,BSCM-000157,Indiranagar,2024-11-17 10:00:00,Voltage Sag,Medium,0.8756,Investigating,0.0,INS-0011,,,TheftDetect-v2.1
ALT-002838,BSCM-000394,Indiranagar,2024-09-28 04:00:00,Meter Tamper,Medium,0.7899,Resolved,0.0,INS-0019,2024-09-30T13:00:00,Rodent damage,TheftDetect-v2.1
ALT-002839,BSCM-000436,Rajajinagar,2023-12-23 00:00:00,Meter Tamper,Low,0.9714,Open,0.0,,,,TheftDetect-v2.1
ALT-002840,BSCM-000277,Indiranagar,2023-07-20 17:00:00,Phase Imbalance,Medium,0.9693,Resolved,0.0,INS-0007,2023-07-21T14:00:00,Phase cut,TheftDetect-v3.0
ALT-002841,BSCM-000362,Jayanagar,2023-06-15 13:00:00,PF Degradation,Medium,0.7797,Resolved,0.0,INS-0012,2023-06-18T21:00:00,Line fault,Ensemble-v1
ALT-002842,BSCM-000190,Jayanagar,2023-06-18 08:00:00,Voltage Sag,Medium,0.6603,Resolved,0.0,INS-0020,2023-06-22T13:00:00,Line fault,Ensemble-v1
ALT-002843,BSCM-000260,Whitefield,2023-04-13 14:00:00,Reverse Energy,Low,0.7476,Resolved,0.0,INS-0001,2023-04-13T16:00:00,,TheftDetect-v3.0
ALT-002844,BSCM-000296,Jayanagar,2024-08-01 04:00:00,Communication Loss,Medium,0.7608,Resolved,0.0,INS-0016,2024-08-05T10:00:00,,TheftDetect-v3.0
ALT-002845,BSCM-000231,Rajajinagar,2024-06-29 07:00:00,Meter Tamper,Low,0.5959,Investigating,0.0,INS-0001,,,Ensemble-v1
ALT-002846,BSCM-000159,BTM Layout,2023-06-28 07:00:00,PF Degradation,Medium,0.7043,Open,0.0,,,,TheftDetect-v2.1
ALT-002847,BSCM-000007,Jayanagar,2024-02-10 08:00:00,Overcurrent,High,0.9513,Open,0.0,,,,TheftDetect-v2.1
ALT-002848,BSCM-000362,Jayanagar,2023-08-15 05:00:00,Communication Loss,Critical,0.7565,Resolved,0.0,INS-0006,2023-08-17T18:00:00,External surge,Ensemble-v1
ALT-002849,BSCM-000262,Koramangala,2023-07-11 16:00:00,Reverse Energy,Low,0.7575,Resolved,0.0,INS-0006,2023-07-15T23:00:00,Line fault,TheftDetect-v2.1
ALT-002850,BSCM-000478,Indiranagar,2024-06-15 16:00:00,PF Degradation,Medium,0.7514,Resolved,0.0,INS-0001,2024-06-19T19:00:00,External surge,TheftDetect-v3.0
ALT-002851,BSCM-000331,Jayanagar,2024-01-12 07:00:00,Overcurrent,Medium,0.7174,Resolved,0.0,INS-0004,2024-01-16T08:00:00,Meter bypass,TheftDetect-v2.1
ALT-002852,BSCM-000208,Electronic City,2024-03-16 04:00:00,Reverse Energy,Medium,0.5668,Resolved,0.0,INS-0007,2024-03-16T22:00:00,Line fault,TheftDetect-v3.0
ALT-002853,BSCM-000303,Yelahanka,2023-09-08 09:00:00,Phase Imbalance,Low,0.9241,False Positive,0.0,INS-0017,,,TheftDetect-v3.0
ALT-002854,BSCM-000297,Hebbal,2024-01-23 08:00:00,Reverse Energy,Medium,0.6504,Resolved,0.0,INS-0016,2024-01-25T07:00:00,Line fault,TheftDetect-v3.0
ALT-002855,BSCM-000096,Jayanagar,2024-07-02 03:00:00,PF Degradation,Low,0.8173,Resolved,0.0,INS-0012,2024-07-03T17:00:00,External surge,TheftDetect-v3.0
ALT-002856,BSCM-000187,Yelahanka,2024-04-06 06:00:00,Energy Theft,Medium,0.8229,Resolved,464.92,INS-0005,2024-04-06T10:00:00,External surge,Ensemble-v1
ALT-002857,BSCM-000125,Koramangala,2024-06-10 07:00:00,Voltage Sag,Medium,0.7474,Resolved,0.0,INS-0010,2024-06-10T23:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002858,BSCM-000345,Rajajinagar,2023-03-28 06:00:00,Overcurrent,High,0.9663,Open,0.0,,,,TheftDetect-v3.0
ALT-002859,BSCM-000304,BTM Layout,2023-04-14 13:00:00,Phase Imbalance,Medium,0.9627,Investigating,0.0,INS-0013,,,Ensemble-v1
ALT-002860,BSCM-000075,Marathahalli,2024-04-10 09:00:00,Meter Tamper,Low,0.8636,Investigating,0.0,INS-0020,,,TheftDetect-v2.1
ALT-002861,BSCM-000131,Koramangala,2023-02-01 19:00:00,Voltage Sag,Low,0.8324,Resolved,0.0,INS-0009,2023-02-04T03:00:00,Rodent damage,TheftDetect-v3.0
ALT-002862,BSCM-000167,Jayanagar,2023-05-24 22:00:00,Meter Tamper,High,0.7084,False Positive,0.0,INS-0019,,,Ensemble-v1
ALT-002863,BSCM-000226,Hebbal,2024-10-23 16:00:00,Meter Tamper,Medium,0.5567,Resolved,0.0,INS-0016,2024-10-25T08:00:00,,TheftDetect-v3.0
ALT-002864,BSCM-000297,Hebbal,2023-03-04 03:00:00,Meter Tamper,Low,0.635,Open,0.0,,,,Ensemble-v1
ALT-002865,BSCM-000153,Indiranagar,2024-03-20 10:00:00,Reverse Energy,High,0.891,Resolved,0.0,INS-0011,2024-03-21T10:00:00,Rodent damage,TheftDetect-v3.0
ALT-002866,BSCM-000191,Yelahanka,2023-01-31 14:00:00,Overcurrent,Low,0.9615,Resolved,0.0,INS-0002,2023-02-03T09:00:00,Phase cut,TheftDetect-v3.0
ALT-002867,BSCM-000204,Rajajinagar,2024-07-05 14:00:00,Reverse Energy,High,0.5621,Resolved,0.0,INS-0019,2024-07-06T12:00:00,,TheftDetect-v2.1
ALT-002868,BSCM-000048,BTM Layout,2023-10-08 01:00:00,Communication Loss,High,0.7647,Resolved,0.0,INS-0013,2023-10-10T12:00:00,Line fault,Ensemble-v1
ALT-002869,BSCM-000371,Electronic City,2023-09-20 23:00:00,Energy Theft,Critical,0.7057,Investigating,148.9,INS-0001,,,TheftDetect-v2.1
ALT-002870,BSCM-000129,Hebbal,2023-07-24 19:00:00,Communication Loss,Low,0.6198,Resolved,0.0,INS-0004,2023-07-25T13:00:00,Faulty firmware,TheftDetect-v3.0
ALT-002871,BSCM-000278,Electronic City,2024-10-29 05:00:00,Overcurrent,Medium,0.9063,Resolved,0.0,INS-0010,2024-10-31T13:00:00,Rodent damage,Ensemble-v1
ALT-002872,BSCM-000195,Koramangala,2023-03-07 21:00:00,Communication Loss,Medium,0.7547,Investigating,0.0,INS-0008,,,TheftDetect-v2.1
ALT-002873,BSCM-000302,Rajajinagar,2024-04-14 02:00:00,Meter Tamper,Medium,0.5576,Resolved,0.0,INS-0006,2024-04-16T15:00:00,Rodent damage,TheftDetect-v3.0
ALT-002874,BSCM-000301,BTM Layout,2024-09-16 21:00:00,Energy Theft,High,0.7813,Open,283.07,,,,TheftDetect-v3.0
ALT-002875,BSCM-000246,BTM Layout,2024-03-19 20:00:00,Energy Theft,High,0.8863,Resolved,346.63,INS-0001,2024-03-22T03:00:00,Rodent damage,TheftDetect-v3.0
ALT-002876,BSCM-000013,Koramangala,2024-11-20 03:00:00,Phase Imbalance,Low,0.7279,Open,0.0,,,,Ensemble-v1
ALT-002877,BSCM-000297,Hebbal,2024-12-05 18:00:00,Communication Loss,High,0.9541,False Positive,0.0,INS-0001,,,Ensemble-v1
ALT-002878,BSCM-000290,Whitefield,2023-05-24 20:00:00,Reverse Energy,Critical,0.805,Resolved,0.0,INS-0011,2023-05-26T01:00:00,External surge,TheftDetect-v3.0
ALT-002879,BSCM-000284,Hebbal,2023-09-27 01:00:00,Meter Tamper,Low,0.898,Open,0.0,,,,TheftDetect-v2.1
ALT-002880,BSCM-000085,Koramangala,2023-05-11 23:00:00,Meter Tamper,Medium,0.9006,Open,0.0,,,,TheftDetect-v2.1
ALT-002881,BSCM-000029,Whitefield,2024-07-15 21:00:00,Voltage Sag,Low,0.9813,Open,0.0,,,,TheftDetect-v3.0
ALT-002882,BSCM-000086,Koramangala,2024-12-14 05:00:00,Phase Imbalance,Critical,0.9046,Resolved,0.0,INS-0018,2024-12-18T18:00:00,Faulty firmware,Ensemble-v1
ALT-002883,BSCM-000483,BTM Layout,2024-10-22 06:00:00,Communication Loss,Critical,0.8608,Investigating,0.0,INS-0017,,,TheftDetect-v3.0
ALT-002884,BSCM-000279,Marathahalli,2024-01-03 13:00:00,PF Degradation,Low,0.6365,Open,0.0,,,,Ensemble-v1
ALT-002885,BSCM-000227,Rajajinagar,2024-05-03 23:00:00,Phase Imbalance,Critical,0.5659,Resolved,0.0,INS-0006,2024-05-04T19:00:00,Phase cut,TheftDetect-v3.0
ALT-002886,BSCM-000362,Jayanagar,2024-10-11 02:00:00,Communication Loss,Medium,0.6199,Investigating,0.0,INS-0019,,,TheftDetect-v3.0
ALT-002887,BSCM-000281,Whitefield,2024-08-18 04:00:00,Reverse Energy,Low,0.7084,Investigating,0.0,INS-0013,,,TheftDetect-v2.1
ALT-002888,BSCM-000115,Marathahalli,2024-01-05 12:00:00,Reverse Energy,Low,0.9088,Resolved,0.0,INS-0017,2024-01-09T16:00:00,Meter bypass,Ensemble-v1
ALT-002889,BSCM-000198,Whitefield,2024-12-22 14:00:00,Meter Tamper,Low,0.8196,Resolved,0.0,INS-0013,2024-12-22T19:00:00,Meter bypass,TheftDetect-v2.1
ALT-002890,BSCM-000018,Marathahalli,2023-12-28 14:00:00,Energy Theft,Medium,0.8625,Open,316.35,,,,TheftDetect-v3.0
ALT-002891,BSCM-000218,Rajajinagar,2024-02-13 12:00:00,Meter Tamper,Low,0.8275,Investigating,0.0,INS-0008,,,TheftDetect-v3.0
ALT-002892,BSCM-000473,Koramangala,2024-04-25 10:00:00,Energy Theft,Medium,0.9119,Investigating,271.55,INS-0015,,,TheftDetect-v3.0
ALT-002893,BSCM-000198,Whitefield,2024-02-20 19:00:00,Energy Theft,Medium,0.733,Investigating,75.69,INS-0015,,,Ensemble-v1
ALT-002894,BSCM-000384,Hebbal,2023-02-16 12:00:00,Energy Theft,Low,0.9531,False Positive,473.07,INS-0015,,,TheftDetect-v3.0
ALT-002895,BSCM-000439,Indiranagar,2024-01-14 01:00:00,Reverse Energy,Critical,0.8995,Resolved,0.0,INS-0011,2024-01-16T00:00:00,,TheftDetect-v3.0
ALT-002896,BSCM-000054,Whitefield,2024-03-06 03:00:00,Meter Tamper,Medium,0.6472,Resolved,0.0,INS-0006,2024-03-06T15:00:00,External surge,TheftDetect-v3.0
ALT-002897,BSCM-000040,Hebbal,2024-10-22 15:00:00,Overcurrent,Low,0.7019,Resolved,0.0,INS-0012,2024-10-22T21:00:00,Rodent damage,TheftDetect-v2.1
ALT-002898,BSCM-000329,Jayanagar,2023-02-04 02:00:00,PF Degradation,Low,0.6878,Resolved,0.0,INS-0015,2023-02-08T12:00:00,,Ensemble-v1
ALT-002899,BSCM-000313,Whitefield,2024-04-07 10:00:00,Reverse Energy,Medium,0.7364,Resolved,0.0,INS-0014,2024-04-11T01:00:00,Line fault,TheftDetect-v2.1
ALT-002900,BSCM-000055,Jayanagar,2024-09-23 08:00:00,Communication Loss,Low,0.6582,Resolved,0.0,INS-0019,2024-09-26T01:00:00,Line fault,TheftDetect-v3.0
ALT-002901,BSCM-000081,Electronic City,2023-01-02 08:00:00,Overcurrent,Low,0.6101,Resolved,0.0,INS-0016,2023-01-06T09:00:00,External surge,Ensemble-v1
ALT-002902,BSCM-000407,Electronic City,2024-01-03 12:00:00,Reverse Energy,Medium,0.5821,Resolved,0.0,INS-0015,2024-01-07T21:00:00,,TheftDetect-v2.1
ALT-002903,BSCM-000276,Yelahanka,2024-08-28 23:00:00,Communication Loss,High,0.6426,False Positive,0.0,INS-0015,,,Ensemble-v1
ALT-002904,BSCM-000282,Hebbal,2023-08-04 19:00:00,Energy Theft,Medium,0.706,Investigating,30.24,INS-0005,,,TheftDetect-v3.0
ALT-002905,BSCM-000376,BTM Layout,2024-02-03 10:00:00,Communication Loss,Medium,0.6617,Open,0.0,,,,TheftDetect-v3.0
ALT-002906,BSCM-000465,Jayanagar,2024-12-24 18:00:00,Phase Imbalance,Low,0.9899,Resolved,0.0,INS-0018,2024-12-28T18:00:00,Phase cut,TheftDetect-v3.0
ALT-002907,BSCM-000053,Yelahanka,2023-06-17 17:00:00,Phase Imbalance,Low,0.5627,Resolved,0.0,INS-0017,2023-06-19T08:00:00,Rodent damage,TheftDetect-v2.1
ALT-002908,BSCM-000086,Koramangala,2023-03-30 15:00:00,Voltage Sag,Medium,0.7108,Investigating,0.0,INS-0001,,,Ensemble-v1
ALT-002909,BSCM-000194,Electronic City,2023-09-03 16:00:00,Energy Theft,Critical,0.7857,Open,45.71,,,,TheftDetect-v2.1
ALT-002910,BSCM-000054,Whitefield,2024-07-02 00:00:00,Reverse Energy,Medium,0.6529,Open,0.0,,,,TheftDetect-v3.0
ALT-002911,BSCM-000065,Koramangala,2024-02-09 16:00:00,Reverse Energy,Low,0.9003,False Positive,0.0,INS-0010,,,TheftDetect-v3.0
ALT-002912,BSCM-000200,BTM Layout,2023-06-04 02:00:00,Energy Theft,Low,0.9837,Investigating,62.82,INS-0014,,,Ensemble-v1
ALT-002913,BSCM-000267,BTM Layout,2023-07-07 04:00:00,Energy Theft,High,0.8102,Resolved,59.69,INS-0016,2023-07-08T18:00:00,Meter bypass,Ensemble-v1
ALT-002914,BSCM-000011,Hebbal,2024-05-08 21:00:00,Overcurrent,Low,0.9342,Resolved,0.0,INS-0005,2024-05-12T10:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002915,BSCM-000450,Yelahanka,2023-05-11 15:00:00,Meter Tamper,High,0.6156,Resolved,0.0,INS-0007,2023-05-13T21:00:00,Line fault,TheftDetect-v3.0
ALT-002916,BSCM-000042,Jayanagar,2023-12-03 07:00:00,Voltage Sag,Critical,0.7299,Open,0.0,,,,Ensemble-v1
ALT-002917,BSCM-000269,Indiranagar,2023-02-20 06:00:00,Meter Tamper,Low,0.7829,Resolved,0.0,INS-0011,2023-02-22T02:00:00,Meter bypass,Ensemble-v1
ALT-002918,BSCM-000309,Marathahalli,2023-07-01 22:00:00,PF Degradation,Critical,0.7811,Resolved,0.0,INS-0006,2023-07-04T22:00:00,Faulty firmware,TheftDetect-v3.0
ALT-002919,BSCM-000240,Koramangala,2024-10-26 21:00:00,Communication Loss,Critical,0.89,Resolved,0.0,INS-0010,2024-10-30T06:00:00,Meter bypass,TheftDetect-v3.0
ALT-002920,BSCM-000253,Whitefield,2024-07-31 10:00:00,Voltage Sag,Low,0.7712,Open,0.0,,,,TheftDetect-v3.0
ALT-002921,BSCM-000062,Marathahalli,2023-03-20 08:00:00,Phase Imbalance,High,0.5699,False Positive,0.0,INS-0005,,,Ensemble-v1
ALT-002922,BSCM-000143,Yelahanka,2024-03-14 05:00:00,Communication Loss,Low,0.5662,Open,0.0,,,,TheftDetect-v3.0
ALT-002923,BSCM-000387,Indiranagar,2023-03-10 04:00:00,Communication Loss,Medium,0.5999,Open,0.0,,,,TheftDetect-v3.0
ALT-002924,BSCM-000476,Rajajinagar,2023-06-24 23:00:00,Phase Imbalance,Low,0.6362,Resolved,0.0,INS-0008,2023-06-29T15:00:00,Phase cut,TheftDetect-v2.1
ALT-002925,BSCM-000261,Electronic City,2024-08-31 11:00:00,Reverse Energy,High,0.7901,Resolved,0.0,INS-0009,2024-09-02T21:00:00,Rodent damage,TheftDetect-v2.1
ALT-002926,BSCM-000423,Yelahanka,2024-09-16 08:00:00,Reverse Energy,Low,0.7605,Resolved,0.0,INS-0009,2024-09-18T19:00:00,Phase cut,TheftDetect-v3.0
ALT-002927,BSCM-000351,Whitefield,2024-08-09 23:00:00,Energy Theft,Low,0.7685,Resolved,93.15,INS-0016,2024-08-10T11:00:00,Meter bypass,TheftDetect-v3.0
ALT-002928,BSCM-000462,Jayanagar,2024-06-17 04:00:00,Phase Imbalance,Low,0.8624,Resolved,0.0,INS-0008,2024-06-19T11:00:00,Meter bypass,TheftDetect-v3.0
ALT-002929,BSCM-000137,Hebbal,2024-11-18 17:00:00,Reverse Energy,Medium,0.5672,Resolved,0.0,INS-0010,2024-11-19T17:00:00,Line fault,TheftDetect-v2.1
ALT-002930,BSCM-000095,BTM Layout,2023-07-31 12:00:00,Overcurrent,Low,0.6847,False Positive,0.0,INS-0013,,,TheftDetect-v2.1
ALT-002931,BSCM-000171,Electronic City,2024-09-24 22:00:00,Reverse Energy,Low,0.6171,Resolved,0.0,INS-0006,2024-09-27T22:00:00,Phase cut,TheftDetect-v2.1
ALT-002932,BSCM-000451,Whitefield,2023-10-14 22:00:00,Communication Loss,High,0.5965,Resolved,0.0,INS-0012,2023-10-16T06:00:00,Faulty firmware,Ensemble-v1
ALT-002933,BSCM-000090,Yelahanka,2024-02-22 12:00:00,Phase Imbalance,Medium,0.8096,False Positive,0.0,INS-0011,,,Ensemble-v1
ALT-002934,BSCM-000034,Whitefield,2023-05-03 04:00:00,Energy Theft,Medium,0.6099,Resolved,499.27,INS-0014,2023-05-07T01:00:00,,Ensemble-v1
ALT-002935,BSCM-000299,Hebbal,2023-07-07 11:00:00,Voltage Sag,Low,0.7571,Resolved,0.0,INS-0010,2023-07-11T02:00:00,,TheftDetect-v3.0
ALT-002936,BSCM-000041,Electronic City,2024-10-18 08:00:00,Meter Tamper,Low,0.6131,False Positive,0.0,INS-0013,,,TheftDetect-v2.1
ALT-002937,BSCM-000373,Indiranagar,2024-07-09 14:00:00,Phase Imbalance,Low,0.7914,Resolved,0.0,INS-0005,2024-07-11T16:00:00,External surge,Ensemble-v1
ALT-002938,BSCM-000496,Indiranagar,2024-04-04 20:00:00,Reverse Energy,Low,0.5748,Investigating,0.0,INS-0006,,,Ensemble-v1
ALT-002939,BSCM-000182,Electronic City,2023-08-11 18:00:00,Energy Theft,Medium,0.9411,Investigating,112.95,INS-0016,,,TheftDetect-v3.0
ALT-002940,BSCM-000301,BTM Layout,2024-03-11 21:00:00,Reverse Energy,High,0.8708,Open,0.0,,,,TheftDetect-v2.1
ALT-002941,BSCM-000067,Electronic City,2024-12-29 10:00:00,Phase Imbalance,Low,0.6474,Resolved,0.0,INS-0013,2025-01-02T08:00:00,Rodent damage,TheftDetect-v3.0
ALT-002942,BSCM-000289,Jayanagar,2024-08-21 16:00:00,Reverse Energy,High,0.5626,False Positive,0.0,INS-0002,,,Ensemble-v1
ALT-002943,BSCM-000184,Yelahanka,2023-01-09 15:00:00,Phase Imbalance,Low,0.7167,False Positive,0.0,INS-0006,,,TheftDetect-v3.0
ALT-002944,BSCM-000192,Koramangala,2024-06-15 22:00:00,Meter Tamper,Low,0.8044,Open,0.0,,,,TheftDetect-v3.0
ALT-002945,BSCM-000127,Jayanagar,2023-08-23 18:00:00,Meter Tamper,Medium,0.8318,Resolved,0.0,INS-0013,2023-08-25T03:00:00,External surge,Ensemble-v1
ALT-002946,BSCM-000362,Jayanagar,2024-09-18 12:00:00,Phase Imbalance,Low,0.9286,Resolved,0.0,INS-0010,2024-09-21T20:00:00,,TheftDetect-v3.0
ALT-002947,BSCM-000432,Electronic City,2024-08-21 01:00:00,PF Degradation,High,0.5524,Open,0.0,,,,Ensemble-v1
ALT-002948,BSCM-000140,Koramangala,2023-10-20 17:00:00,Reverse Energy,Medium,0.8779,Resolved,0.0,INS-0003,2023-10-22T18:00:00,,TheftDetect-v2.1
ALT-002949,BSCM-000482,BTM Layout,2023-02-26 21:00:00,Energy Theft,Critical,0.7009,Resolved,193.6,INS-0004,2023-03-02T03:00:00,Rodent damage,TheftDetect-v2.1
ALT-002950,BSCM-000265,Hebbal,2024-04-27 19:00:00,Voltage Sag,Critical,0.972,Resolved,0.0,INS-0015,2024-05-01T12:00:00,Faulty firmware,Ensemble-v1
ALT-002951,BSCM-000202,Hebbal,2024-12-10 10:00:00,Energy Theft,Low,0.6748,Open,163.47,,,,TheftDetect-v3.0
ALT-002952,BSCM-000279,Marathahalli,2024-01-26 11:00:00,Energy Theft,Low,0.9344,Resolved,34.79,INS-0009,2024-01-27T05:00:00,,Ensemble-v1
ALT-002953,BSCM-000227,Rajajinagar,2023-10-09 03:00:00,Energy Theft,Low,0.8837,Resolved,156.71,INS-0006,2023-10-10T18:00:00,Line fault,TheftDetect-v2.1
ALT-002954,BSCM-000060,Koramangala,2024-12-08 15:00:00,Communication Loss,High,0.909,Investigating,0.0,INS-0011,,,TheftDetect-v2.1
ALT-002955,BSCM-000156,Rajajinagar,2023-02-24 02:00:00,Energy Theft,High,0.9027,Resolved,165.9,INS-0004,2023-03-01T02:00:00,Meter bypass,TheftDetect-v3.0
ALT-002956,BSCM-000424,BTM Layout,2024-02-14 23:00:00,Meter Tamper,Low,0.7717,Resolved,0.0,INS-0008,2024-02-17T01:00:00,Line fault,Ensemble-v1
ALT-002957,BSCM-000330,Marathahalli,2023-01-18 18:00:00,PF Degradation,High,0.7189,Investigating,0.0,INS-0008,,,TheftDetect-v2.1
ALT-002958,BSCM-000250,Rajajinagar,2023-06-05 10:00:00,Overcurrent,Low,0.9776,Resolved,0.0,INS-0020,2023-06-07T14:00:00,,TheftDetect-v2.1
ALT-002959,BSCM-000488,Marathahalli,2023-05-22 13:00:00,Phase Imbalance,Medium,0.8414,Resolved,0.0,INS-0008,2023-05-25T03:00:00,,TheftDetect-v2.1
ALT-002960,BSCM-000347,Koramangala,2024-09-20 11:00:00,Voltage Sag,Medium,0.5994,Resolved,0.0,INS-0013,2024-09-20T20:00:00,Line fault,TheftDetect-v3.0
ALT-002961,BSCM-000432,Electronic City,2023-05-10 18:00:00,Voltage Sag,Low,0.809,Resolved,0.0,INS-0003,2023-05-12T12:00:00,Faulty firmware,TheftDetect-v3.0
ALT-002962,BSCM-000304,BTM Layout,2023-10-05 12:00:00,PF Degradation,Low,0.7896,Resolved,0.0,INS-0001,2023-10-06T23:00:00,Meter bypass,Ensemble-v1
ALT-002963,BSCM-000408,Marathahalli,2023-07-29 16:00:00,Phase Imbalance,Medium,0.8508,Open,0.0,,,,Ensemble-v1
ALT-002964,BSCM-000498,Indiranagar,2024-03-06 05:00:00,Phase Imbalance,Low,0.8196,Open,0.0,,,,TheftDetect-v2.1
ALT-002965,BSCM-000406,Whitefield,2023-09-11 04:00:00,Phase Imbalance,Medium,0.6302,Open,0.0,,,,TheftDetect-v3.0
ALT-002966,BSCM-000349,Hebbal,2024-06-22 07:00:00,Overcurrent,Low,0.8463,Open,0.0,,,,TheftDetect-v2.1
ALT-002967,BSCM-000340,Yelahanka,2023-04-29 06:00:00,Communication Loss,Medium,0.5683,False Positive,0.0,INS-0002,,,Ensemble-v1
ALT-002968,BSCM-000199,Jayanagar,2024-10-17 00:00:00,Energy Theft,Medium,0.8159,Open,135.18,,,,TheftDetect-v2.1
ALT-002969,BSCM-000022,Whitefield,2024-10-28 02:00:00,Voltage Sag,Medium,0.7579,False Positive,0.0,INS-0008,,,TheftDetect-v2.1
ALT-002970,BSCM-000177,BTM Layout,2024-01-05 09:00:00,Communication Loss,Critical,0.8021,Resolved,0.0,INS-0002,2024-01-07T17:00:00,,Ensemble-v1
ALT-002971,BSCM-000028,Electronic City,2024-06-13 08:00:00,Phase Imbalance,Low,0.7831,Investigating,0.0,INS-0013,,,Ensemble-v1
ALT-002972,BSCM-000489,Koramangala,2024-05-24 06:00:00,Phase Imbalance,Medium,0.935,Open,0.0,,,,TheftDetect-v3.0
ALT-002973,BSCM-000270,Koramangala,2023-08-30 10:00:00,PF Degradation,Low,0.9129,Resolved,0.0,INS-0013,2023-09-02T00:00:00,Rodent damage,Ensemble-v1
ALT-002974,BSCM-000378,Koramangala,2024-01-04 13:00:00,Phase Imbalance,Medium,0.7389,Open,0.0,,,,Ensemble-v1
ALT-002975,BSCM-000175,Marathahalli,2024-06-30 07:00:00,PF Degradation,High,0.8117,Investigating,0.0,INS-0002,,,TheftDetect-v3.0
ALT-002976,BSCM-000286,Yelahanka,2023-05-20 15:00:00,Reverse Energy,Critical,0.7371,Open,0.0,,,,Ensemble-v1
ALT-002977,BSCM-000186,Rajajinagar,2024-11-12 00:00:00,Overcurrent,Low,0.7569,Resolved,0.0,INS-0005,2024-11-12T20:00:00,Meter bypass,TheftDetect-v3.0
ALT-002978,BSCM-000399,Hebbal,2024-05-24 11:00:00,Voltage Sag,Low,0.6622,Resolved,0.0,INS-0002,2024-05-25T21:00:00,,TheftDetect-v2.1
ALT-002979,BSCM-000178,Marathahalli,2024-08-29 09:00:00,Energy Theft,Medium,0.7228,Resolved,389.47,INS-0012,2024-08-30T12:00:00,Phase cut,TheftDetect-v3.0
ALT-002980,BSCM-000404,Marathahalli,2023-02-20 21:00:00,PF Degradation,Low,0.7113,Open,0.0,,,,TheftDetect-v2.1
ALT-002981,BSCM-000285,Indiranagar,2023-10-04 16:00:00,Energy Theft,Medium,0.7977,Resolved,157.45,INS-0016,2023-10-04T22:00:00,Phase cut,TheftDetect-v2.1
ALT-002982,BSCM-000071,Electronic City,2024-04-18 00:00:00,Reverse Energy,Critical,0.8518,Open,0.0,,,,Ensemble-v1
ALT-002983,BSCM-000310,Indiranagar,2023-08-27 05:00:00,Meter Tamper,High,0.6052,False Positive,0.0,INS-0009,,,TheftDetect-v2.1
ALT-002984,BSCM-000448,Whitefield,2024-06-19 05:00:00,Overcurrent,High,0.8626,False Positive,0.0,INS-0017,,,TheftDetect-v2.1
ALT-002985,BSCM-000122,Yelahanka,2024-07-26 10:00:00,Reverse Energy,Medium,0.6932,False Positive,0.0,INS-0009,,,TheftDetect-v3.0
ALT-002986,BSCM-000021,Electronic City,2023-02-23 08:00:00,Phase Imbalance,High,0.9023,Resolved,0.0,INS-0015,2023-02-27T06:00:00,Phase cut,TheftDetect-v2.1
ALT-002987,BSCM-000425,Electronic City,2023-06-27 01:00:00,Reverse Energy,Critical,0.6508,Open,0.0,,,,Ensemble-v1
ALT-002988,BSCM-000072,Hebbal,2023-03-08 09:00:00,Phase Imbalance,High,0.6893,Resolved,0.0,INS-0011,2023-03-11T20:00:00,Phase cut,Ensemble-v1
