dq_id,meter_id,zone,date,expected_readings,received_readings,missing_readings,completeness_pct,null_values,out_of_range_values,duplicate_readings,avg_latency_ms,comms_failures,quality_score
DQ-0010420,BSCM-000348,BTM Layout,2023-08-22,24,24,0,100.0,0,1,0,1438.1,3,0.98
DQ-0010421,BSCM-000348,BTM Layout,2024-10-06,24,24,0,100.0,0,2,0,686.7,0,0.8836
DQ-0010422,BSCM-000348,BTM Layout,2023-05-10,24,23,1,95.83,1,2,0,397.4,1,0.9136
DQ-0010423,BSCM-000348,BTM Layout,2024-07-08,24,24,0,100.0,0,1,0,1377.4,1,0.8154
DQ-0010424,BSCM-000348,BTM Layout,2024-08-20,24,24,0,100.0,0,1,0,1802.9,0,0.9199
DQ-0010425,BSCM-000348,BTM Layout,2023-11-13,24,24,0,100.0,0,0,0,269.6,0,0.897
DQ-0010426,BSCM-000348,BTM Layout,2023-06-02,24,24,0,100.0,0,2,0,709.2,4,0.9595
DQ-0010427,BSCM-000348,BTM Layout,2024-09-27,24,24,0,100.0,0,2,0,571.8,5,0.8802
DQ-0010428,BSCM-000348,BTM Layout,2023-05-24,24,24,0,100.0,0,1,0,540.7,3,0.8382
DQ-0010429,BSCM-000348,BTM Layout,2024-06-21,24,24,0,100.0,0,1,1,204.4,2,0.8143
DQ-0010430,BSCM-000348,BTM Layout,2023-08-29,24,22,2,91.67,2,0,0,243.1,3,0.8142
DQ-0010431,BSCM-000348,BTM Layout,2024-04-21,24,24,0,100.0,0,2,0,611.6,4,0.926
DQ-0010432,BSCM-000348,BTM Layout,2023-01-07,24,24,0,100.0,0,0,0,1989.0,0,0.8299
DQ-0010433,BSCM-000348,BTM Layout,2024-08-18,24,23,1,95.83,0,1,0,169.0,1,0.9879
DQ-0010434,BSCM-000348,BTM Layout,2023-11-12,24,24,0,100.0,0,0,0,1756.2,2,0.9003
DQ-0010435,BSCM-000348,BTM Layout,2024-03-25,24,22,2,91.67,1,2,0,335.7,0,0.894
DQ-0010436,BSCM-000348,BTM Layout,2024-10-28,24,24,0,100.0,0,0,0,1312.0,4,0.9259
DQ-0010437,BSCM-000348,BTM Layout,2024-09-23,24,24,0,100.0,0,2,0,914.1,5,0.9579
DQ-0010438,BSCM-000348,BTM Layout,2024-12-05,24,24,0,100.0,0,2,0,2204.7,2,0.8248
DQ-0010439,BSCM-000348,BTM Layout,2024-02-29,24,24,0,100.0,0,1,0,2139.0,4,0.9854
DQ-0010440,BSCM-000348,BTM Layout,2024-11-20,24,24,0,100.0,0,1,0,134.4,4,0.8495
DQ-0010441,BSCM-000349,Hebbal,2023-03-11,24,24,0,100.0,0,0,0,198.1,2,0.8582
DQ-0010442,BSCM-000349,Hebbal,2024-10-04,24,24,0,100.0,0,1,0,226.2,1,0.9793
DQ-0010443,BSCM-000349,Hebbal,2024-02-06,24,24,0,100.0,0,0,0,732.4,3,0.819
DQ-0010444,BSCM-000349,Hebbal,2023-01-12,24,24,0,100.0,0,1,0,2215.7,2,0.9042
DQ-0010445,BSCM-000349,Hebbal,2024-09-22,24,24,0,100.0,0,1,0,1781.3,3,0.8511
DQ-0010446,BSCM-000349,Hebbal,2023-10-05,24,24,0,100.0,0,1,0,1345.9,1,0.8322
DQ-0010447,BSCM-000349,Hebbal,2024-12-24,24,22,2,91.67,1,0,0,751.4,4,0.9316
DQ-0010448,BSCM-000349,Hebbal,2023-07-11,24,24,0,100.0,0,1,0,1630.6,5,0.8335
DQ-0010449,BSCM-000349,Hebbal,2023-09-16,24,24,0,100.0,0,0,0,265.0,2,0.9607
DQ-0010450,BSCM-000349,Hebbal,2023-08-22,24,24,0,100.0,0,1,0,2291.3,0,0.8813
DQ-0010451,BSCM-000349,Hebbal,2024-10-06,24,24,0,100.0,0,1,0,1958.9,0,0.8115
DQ-0010452,BSCM-000349,Hebbal,2023-05-10,24,24,0,100.0,0,2,0,2152.2,5,0.9735
DQ-0010453,BSCM-000349,Hebbal,2024-07-08,24,24,0,100.0,0,0,0,318.9,2,0.8708
DQ-0010454,BSCM-000349,Hebbal,2024-08-20,24,24,0,100.0,0,1,0,927.2,5,0.8967
DQ-0010455,BSCM-000349,Hebbal,2023-11-13,24,23,1,95.83,1,2,0,1359.5,1,0.9955
DQ-0010456,BSCM-000349,Hebbal,2023-06-02,24,24,0,100.0,0,0,0,2477.3,3,0.9094
DQ-0010457,BSCM-000349,Hebbal,2024-09-27,24,24,0,100.0,0,0,0,1670.6,3,0.9716
DQ-0010458,BSCM-000349,Hebbal,2023-05-24,24,20,4,83.33,0,2,0,1368.8,2,0.8806
DQ-0010459,BSCM-000349,Hebbal,2024-06-21,24,24,0,100.0,0,1,0,974.4,0,0.8627
DQ-0010460,BSCM-000349,Hebbal,2023-08-29,24,24,0,100.0,0,1,0,1285.7,1,0.9355
DQ-0010461,BSCM-000349,Hebbal,2024-04-21,24,24,0,100.0,0,0,0,656.1,0,0.8368
DQ-0010462,BSCM-000349,Hebbal,2023-01-07,24,24,0,100.0,0,1,0,2143.7,1,0.8873
DQ-0010463,BSCM-000349,Hebbal,2024-08-18,24,22,2,91.67,1,1,0,2297.9,4,0.8521
DQ-0010464,BSCM-000349,Hebbal,2023-11-12,24,24,0,100.0,0,2,0,347.7,4,0.9984
DQ-0010465,BSCM-000349,Hebbal,2024-03-25,24,24,0,100.0,0,2,0,2389.1,4,0.9715
DQ-0010466,BSCM-000349,Hebbal,2024-10-28,24,24,0,100.0,0,2,0,939.3,5,0.9915
DQ-0010467,BSCM-000349,Hebbal,2024-09-23,24,22,2,91.67,2,1,0,1224.9,1,0.9476
DQ-0010468,BSCM-000349,Hebbal,2024-12-05,24,24,0,100.0,0,0,0,974.6,3,0.807
DQ-0010469,BSCM-000349,Hebbal,2024-02-29,24,22,2,91.67,2,2,0,667.4,0,0.9446
DQ-0010470,BSCM-000349,Hebbal,2024-11-20,24,24,0,100.0,0,0,0,1122.1,3,0.9072
DQ-0010471,BSCM-000350,BTM Layout,2023-03-11,24,24,0,100.0,0,0,0,1729.0,5,0.8881
DQ-0010472,BSCM-000350,BTM Layout,2024-10-04,24,22,2,91.67,0,0,1,617.3,2,0.81
DQ-0010473,BSCM-000350,BTM Layout,2024-02-06,24,24,0,100.0,0,2,0,2125.0,0,0.9878
DQ-0010474,BSCM-000350,BTM Layout,2023-01-12,24,24,0,100.0,0,2,0,1565.4,0,0.8852
DQ-0010475,BSCM-000350,BTM Layout,2024-09-22,24,24,0,100.0,0,0,0,1291.9,4,0.8582
DQ-0010476,BSCM-000350,BTM Layout,2023-10-05,24,23,1,95.83,0,0,0,528.6,3,0.8492
DQ-0010477,BSCM-000350,BTM Layout,2024-12-24,24,23,1,95.83,0,2,0,676.0,1,0.8634
DQ-0010478,BSCM-000350,BTM Layout,2023-07-11,24,24,0,100.0,0,0,0,2448.0,2,0.9611
DQ-0010479,BSCM-000350,BTM Layout,2023-09-16,24,23,1,95.83,0,0,0,435.6,0,0.8041
DQ-0010480,BSCM-000350,BTM Layout,2023-08-22,24,24,0,100.0,0,0,0,1834.5,2,0.8993
DQ-0010481,BSCM-000350,BTM Layout,2024-10-06,24,23,1,95.83,1,0,0,1128.5,4,0.8561
DQ-0010482,BSCM-000350,BTM Layout,2023-05-10,24,20,4,83.33,2,1,0,1841.0,2,0.967
DQ-0010483,BSCM-000350,BTM Layout,2024-07-08,24,24,0,100.0,0,0,0,1145.6,1,0.8981
DQ-0010484,BSCM-000350,BTM Layout,2024-08-20,24,24,0,100.0,0,2,0,2230.1,2,0.9249
DQ-0010485,BSCM-000350,BTM Layout,2023-11-13,24,18,6,75.0,1,0,0,522.2,4,0.9657
DQ-0010486,BSCM-000350,BTM Layout,2023-06-02,24,24,0,100.0,0,1,0,2378.5,2,0.8337
DQ-0010487,BSCM-000350,BTM Layout,2024-09-27,24,24,0,100.0,0,1,0,1022.0,2,0.8585
DQ-0010488,BSCM-000350,BTM Layout,2023-05-24,24,24,0,100.0,0,0,0,274.5,3,0.9776
DQ-0010489,BSCM-000350,BTM Layout,2024-06-21,24,21,3,87.5,1,2,1,684.2,5,0.9884
DQ-0010490,BSCM-000350,BTM Layout,2023-08-29,24,24,0,100.0,0,2,0,2278.1,4,0.9865
DQ-0010491,BSCM-000350,BTM Layout,2024-04-21,24,24,0,100.0,0,0,0,378.9,1,0.8193
DQ-0010492,BSCM-000350,BTM Layout,2023-01-07,24,21,3,87.5,3,0,0,2046.6,1,0.9303
DQ-0010493,BSCM-000350,BTM Layout,2024-08-18,24,24,0,100.0,0,0,0,350.9,3,0.9757
DQ-0010494,BSCM-000350,BTM Layout,2023-11-12,24,22,2,91.67,1,0,1,1372.9,3,0.9278
DQ-0010495,BSCM-000350,BTM Layout,2024-03-25,24,24,0,100.0,0,0,0,1833.1,4,0.9751
DQ-0010496,BSCM-000350,BTM Layout,2024-10-28,24,22,2,91.67,1,2,0,935.1,4,0.8954
DQ-0010497,BSCM-000350,BTM Layout,2024-09-23,24,24,0,100.0,0,0,0,148.6,4,0.9698
DQ-0010498,BSCM-000350,BTM Layout,2024-12-05,24,24,0,100.0,0,2,0,1058.2,2,0.9168
DQ-0010499,BSCM-000350,BTM Layout,2024-02-29,24,24,0,100.0,0,1,1,1546.0,2,0.9395
DQ-0010500,BSCM-000350,BTM Layout,2024-11-20,24,24,0,100.0,0,2,0,1496.9,0,0.8656
DQ-0010501,BSCM-000351,Whitefield,2023-03-11,24,24,0,100.0,0,1,0,629.5,3,0.8596
DQ-0010502,BSCM-000351,Whitefield,2024-10-04,24,24,0,100.0,0,1,0,851.1,3,0.8558
DQ-0010503,BSCM-000351,Whitefield,2024-02-06,24,24,0,100.0,0,0,0,188.3,4,0.881
DQ-0010504,BSCM-000351,Whitefield,2023-01-12,24,24,0,100.0,0,0,0,964.4,5,0.8789
DQ-0010505,BSCM-000351,Whitefield,2024-09-22,24,24,0,100.0,0,2,0,1438.0,2,0.839
DQ-0010506,BSCM-000351,Whitefield,2023-10-05,24,24,0,100.0,0,1,0,1761.9,1,0.9145
DQ-0010507,BSCM-000351,Whitefield,2024-12-24,24,22,2,91.67,0,1,0,1932.1,3,0.8509
DQ-0010508,BSCM-000351,Whitefield,2023-07-11,24,24,0,100.0,0,0,0,639.8,1,0.8852
DQ-0010509,BSCM-000351,Whitefield,2023-09-16,24,22,2,91.67,1,2,0,194.3,4,0.8321
DQ-0010510,BSCM-000351,Whitefield,2023-08-22,24,24,0,100.0,0,0,0,325.4,2,0.8171
DQ-0010511,BSCM-000351,Whitefield,2024-10-06,24,12,12,50.0,11,1,1,2024.1,4,0.9748
DQ-0010512,BSCM-000351,Whitefield,2023-05-10,24,24,0,100.0,0,2,0,164.5,5,0.9464
DQ-0010513,BSCM-000351,Whitefield,2024-07-08,24,24,0,100.0,0,0,0,705.7,5,0.9001
DQ-0010514,BSCM-000351,Whitefield,2024-08-20,24,24,0,100.0,0,0,0,1669.0,1,0.888
DQ-0010515,BSCM-000351,Whitefield,2023-11-13,24,24,0,100.0,0,2,0,1293.2,5,0.9551
DQ-0010516,BSCM-000351,Whitefield,2023-06-02,24,24,0,100.0,0,0,0,2469.2,0,0.8626
DQ-0010517,BSCM-000351,Whitefield,2024-09-27,24,24,0,100.0,0,2,0,1716.1,2,0.9647
DQ-0010518,BSCM-000351,Whitefield,2023-05-24,24,24,0,100.0,0,2,0,1909.6,3,0.8376
DQ-0010519,BSCM-000351,Whitefield,2024-06-21,24,23,1,95.83,1,1,0,194.6,0,0.9652
DQ-0010520,BSCM-000351,Whitefield,2023-08-29,24,24,0,100.0,0,1,0,1641.0,1,0.91
DQ-0010521,BSCM-000351,Whitefield,2024-04-21,24,23,1,95.83,1,1,0,347.0,1,0.9389
DQ-0010522,BSCM-000351,Whitefield,2023-01-07,24,24,0,100.0,0,1,0,984.4,3,0.8588
DQ-0010523,BSCM-000351,Whitefield,2024-08-18,24,24,0,100.0,0,2,0,1850.2,5,0.9886
DQ-0010524,BSCM-000351,Whitefield,2023-11-12,24,24,0,100.0,0,1,0,282.5,2,0.9214
DQ-0010525,BSCM-000351,Whitefield,2024-03-25,24,24,0,100.0,0,1,0,1011.6,4,0.8399
DQ-0010526,BSCM-000351,Whitefield,2024-10-28,24,24,0,100.0,0,1,0,2103.1,3,0.8601
DQ-0010527,BSCM-000351,Whitefield,2024-09-23,24,24,0,100.0,0,2,0,1169.7,3,0.8502
DQ-0010528,BSCM-000351,Whitefield,2024-12-05,24,24,0,100.0,0,1,0,1896.6,3,0.9034
DQ-0010529,BSCM-000351,Whitefield,2024-02-29,24,24,0,100.0,0,2,0,631.2,1,0.9002
DQ-0010530,BSCM-000351,Whitefield,2024-11-20,24,20,4,83.33,3,1,0,158.0,3,0.9212
DQ-0010531,BSCM-000352,Electronic City,2023-03-11,24,24,0,100.0,0,1,0,406.6,3,0.8109
DQ-0010532,BSCM-000352,Electronic City,2024-10-04,24,21,3,87.5,3,0,0,548.2,0,0.9072
DQ-0010533,BSCM-000352,Electronic City,2024-02-06,24,18,6,75.0,5,0,0,2292.5,4,0.8163
DQ-0010534,BSCM-000352,Electronic City,2023-01-12,24,24,0,100.0,0,0,0,891.1,1,0.8066
DQ-0010535,BSCM-000352,Electronic City,2024-09-22,24,24,0,100.0,0,2,0,229.7,0,0.8986
DQ-0010536,BSCM-000352,Electronic City,2023-10-05,24,22,2,91.67,2,0,0,1866.6,1,0.9943
DQ-0010537,BSCM-000352,Electronic City,2024-12-24,24,21,3,87.5,1,2,0,1059.7,1,0.8194
DQ-0010538,BSCM-000352,Electronic City,2023-07-11,24,24,0,100.0,0,1,0,287.9,2,0.8022
DQ-0010539,BSCM-000352,Electronic City,2023-09-16,24,24,0,100.0,0,1,0,2299.7,3,0.8037
DQ-0010540,BSCM-000352,Electronic City,2023-08-22,24,24,0,100.0,0,1,0,916.0,2,0.8357
DQ-0010541,BSCM-000352,Electronic City,2024-10-06,24,24,0,100.0,0,1,0,198.1,5,0.9176
DQ-0010542,BSCM-000352,Electronic City,2023-05-10,24,24,0,100.0,0,1,0,2247.0,4,0.8878
DQ-0010543,BSCM-000352,Electronic City,2024-07-08,24,24,0,100.0,0,2,0,2148.2,5,0.9694
DQ-0010544,BSCM-000352,Electronic City,2024-08-20,24,24,0,100.0,0,0,0,126.8,4,0.9619
DQ-0010545,BSCM-000352,Electronic City,2023-11-13,24,24,0,100.0,0,2,0,1374.9,1,0.9249
DQ-0010546,BSCM-000352,Electronic City,2023-06-02,24,24,0,100.0,0,2,0,305.2,0,0.8405
DQ-0010547,BSCM-000352,Electronic City,2024-09-27,24,24,0,100.0,0,1,0,2413.5,1,0.8123
DQ-0010548,BSCM-000352,Electronic City,2023-05-24,24,23,1,95.83,0,0,0,1981.9,3,0.828
DQ-0010549,BSCM-000352,Electronic City,2024-06-21,24,23,1,95.83,1,2,0,498.2,5,0.8825
DQ-0010550,BSCM-000352,Electronic City,2023-08-29,24,24,0,100.0,0,2,0,1236.6,3,0.9396
DQ-0010551,BSCM-000352,Electronic City,2024-04-21,24,21,3,87.5,3,0,1,1162.1,4,0.8307
DQ-0010552,BSCM-000352,Electronic City,2023-01-07,24,24,0,100.0,0,0,0,2257.3,4,0.8268
DQ-0010553,BSCM-000352,Electronic City,2024-08-18,24,24,0,100.0,0,0,0,2127.9,5,0.8268
DQ-0010554,BSCM-000352,Electronic City,2023-11-12,24,24,0,100.0,0,2,0,1892.5,0,0.8087
DQ-0010555,BSCM-000352,Electronic City,2024-03-25,24,24,0,100.0,0,0,0,1003.3,1,0.9297
DQ-0010556,BSCM-000352,Electronic City,2024-10-28,24,24,0,100.0,0,2,0,2194.3,0,0.9954
DQ-0010557,BSCM-000352,Electronic City,2024-09-23,24,24,0,100.0,0,1,0,1830.9,0,0.8271
DQ-0010558,BSCM-000352,Electronic City,2024-12-05,24,24,0,100.0,0,0,0,1217.6,0,0.9363
DQ-0010559,BSCM-000352,Electronic City,2024-02-29,24,22,2,91.67,2,0,0,2418.0,1,0.8812
DQ-0010560,BSCM-000352,Electronic City,2024-11-20,24,24,0,100.0,0,1,0,227.6,4,0.9051
DQ-0010561,BSCM-000353,Electronic City,2023-03-11,24,20,4,83.33,2,2,0,451.8,4,0.9529
DQ-0010562,BSCM-000353,Electronic City,2024-10-04,24,24,0,100.0,0,0,0,1605.0,1,0.9251
DQ-0010563,BSCM-000353,Electronic City,2024-02-06,24,24,0,100.0,0,0,0,2028.5,0,0.9427
DQ-0010564,BSCM-000353,Electronic City,2023-01-12,24,24,0,100.0,0,0,0,856.1,2,0.8535
DQ-0010565,BSCM-000353,Electronic City,2024-09-22,24,24,0,100.0,0,1,0,2100.6,3,0.8509
DQ-0010566,BSCM-000353,Electronic City,2023-10-05,24,21,3,87.5,2,1,0,283.1,2,0.9679
DQ-0010567,BSCM-000353,Electronic City,2024-12-24,24,24,0,100.0,0,1,0,1561.7,2,0.8046
DQ-0010568,BSCM-000353,Electronic City,2023-07-11,24,24,0,100.0,0,2,0,1919.9,2,0.9425
DQ-0010569,BSCM-000353,Electronic City,2023-09-16,24,24,0,100.0,0,1,0,1441.3,3,0.9405
DQ-0010570,BSCM-000353,Electronic City,2023-08-22,24,24,0,100.0,0,1,0,1045.0,1,0.8519
DQ-0010571,BSCM-000353,Electronic City,2024-10-06,24,24,0,100.0,0,1,0,1138.0,2,0.8818
DQ-0010572,BSCM-000353,Electronic City,2023-05-10,24,24,0,100.0,0,2,0,147.4,4,0.8203
DQ-0010573,BSCM-000353,Electronic City,2024-07-08,24,24,0,100.0,0,1,0,1488.5,5,0.962
DQ-0010574,BSCM-000353,Electronic City,2024-08-20,24,23,1,95.83,0,2,0,1328.8,2,0.8785
DQ-0010575,BSCM-000353,Electronic City,2023-11-13,24,24,0,100.0,0,2,0,2355.4,0,0.8345
DQ-0010576,BSCM-000353,Electronic City,2023-06-02,24,24,0,100.0,0,0,0,501.4,0,0.9254
DQ-0010577,BSCM-000353,Electronic City,2024-09-27,24,24,0,100.0,0,2,0,2212.8,1,0.9712
DQ-0010578,BSCM-000353,Electronic City,2023-05-24,24,24,0,100.0,0,0,0,1681.5,3,0.8425
DQ-0010579,BSCM-000353,Electronic City,2024-06-21,24,24,0,100.0,0,2,0,977.2,4,0.9805
DQ-0010580,BSCM-000353,Electronic City,2023-08-29,24,24,0,100.0,0,1,0,437.1,3,0.8397
DQ-0010581,BSCM-000353,Electronic City,2024-04-21,24,24,0,100.0,0,1,0,539.4,2,0.8752
DQ-0010582,BSCM-000353,Electronic City,2023-01-07,24,24,0,100.0,0,0,0,2010.0,1,0.8629
DQ-0010583,BSCM-000353,Electronic City,2024-08-18,24,24,0,100.0,0,1,0,304.6,0,0.8673
DQ-0010584,BSCM-000353,Electronic City,2023-11-12,24,24,0,100.0,0,2,0,892.2,1,0.8905
DQ-0010585,BSCM-000353,Electronic City,2024-03-25,24,24,0,100.0,0,0,0,2287.9,4,0.9182
DQ-0010586,BSCM-000353,Electronic City,2024-10-28,24,24,0,100.0,0,1,0,514.7,5,0.8059
DQ-0010587,BSCM-000353,Electronic City,2024-09-23,24,24,0,100.0,0,2,0,609.0,1,0.9696
DQ-0010588,BSCM-000353,Electronic City,2024-12-05,24,24,0,100.0,0,0,0,1164.5,3,0.8514
DQ-0010589,BSCM-000353,Electronic City,2024-02-29,24,18,6,75.0,6,2,0,1372.7,4,0.9039
DQ-0010590,BSCM-000353,Electronic City,2024-11-20,24,24,0,100.0,0,2,0,2174.9,5,0.8725
DQ-0010591,BSCM-000354,Rajajinagar,2023-03-11,24,24,0,100.0,0,2,0,1075.1,2,0.9888
DQ-0010592,BSCM-000354,Rajajinagar,2024-10-04,24,24,0,100.0,0,0,0,486.3,4,0.8345
DQ-0010593,BSCM-000354,Rajajinagar,2024-02-06,24,24,0,100.0,0,1,0,353.3,3,0.8687
DQ-0010594,BSCM-000354,Rajajinagar,2023-01-12,24,24,0,100.0,0,1,0,734.1,5,0.9735
DQ-0010595,BSCM-000354,Rajajinagar,2024-09-22,24,24,0,100.0,0,1,0,2205.6,2,0.9403
DQ-0010596,BSCM-000354,Rajajinagar,2023-10-05,24,24,0,100.0,0,1,0,458.5,4,0.9727
DQ-0010597,BSCM-000354,Rajajinagar,2024-12-24,24,24,0,100.0,0,0,0,1337.4,3,0.917
DQ-0010598,BSCM-000354,Rajajinagar,2023-07-11,24,24,0,100.0,0,1,0,1953.6,2,0.9314
DQ-0010599,BSCM-000354,Rajajinagar,2023-09-16,24,23,1,95.83,1,1,0,714.5,1,0.909
DQ-0010600,BSCM-000354,Rajajinagar,2023-08-22,24,24,0,100.0,0,0,0,852.2,5,0.8329
DQ-0010601,BSCM-000354,Rajajinagar,2024-10-06,24,24,0,100.0,0,2,0,82.0,3,0.8302
DQ-0010602,BSCM-000354,Rajajinagar,2023-05-10,24,24,0,100.0,0,0,0,1214.8,5,0.969
DQ-0010603,BSCM-000354,Rajajinagar,2024-07-08,24,21,3,87.5,2,2,0,311.1,4,0.873
DQ-0010604,BSCM-000354,Rajajinagar,2024-08-20,24,20,4,83.33,3,0,0,130.5,3,0.8908
DQ-0010605,BSCM-000354,Rajajinagar,2023-11-13,24,21,3,87.5,3,2,0,329.4,1,0.905
DQ-0010606,BSCM-000354,Rajajinagar,2023-06-02,24,20,4,83.33,3,2,0,1263.4,5,0.8377
DQ-0010607,BSCM-000354,Rajajinagar,2024-09-27,24,23,1,95.83,0,0,1,150.7,5,0.8665
DQ-0010608,BSCM-000354,Rajajinagar,2023-05-24,24,24,0,100.0,0,0,0,1812.0,5,0.9942
DQ-0010609,BSCM-000354,Rajajinagar,2024-06-21,24,21,3,87.5,1,1,0,1404.0,0,0.9477
DQ-0010610,BSCM-000354,Rajajinagar,2023-08-29,24,12,12,50.0,10,2,0,452.6,4,0.8532
DQ-0010611,BSCM-000354,Rajajinagar,2024-04-21,24,24,0,100.0,0,2,0,1268.6,4,0.8416
DQ-0010612,BSCM-000354,Rajajinagar,2023-01-07,24,23,1,95.83,1,2,0,2248.8,0,0.8336
DQ-0010613,BSCM-000354,Rajajinagar,2024-08-18,24,22,2,91.67,1,0,0,1862.0,2,0.9147
DQ-0010614,BSCM-000354,Rajajinagar,2023-11-12,24,24,0,100.0,0,0,0,2438.4,4,0.9827
DQ-0010615,BSCM-000354,Rajajinagar,2024-03-25,24,24,0,100.0,0,1,0,1134.5,3,0.8968
DQ-0010616,BSCM-000354,Rajajinagar,2024-10-28,24,23,1,95.83,0,0,0,1988.8,2,0.846
DQ-0010617,BSCM-000354,Rajajinagar,2024-09-23,24,24,0,100.0,0,1,0,2158.4,2,0.8037
DQ-0010618,BSCM-000354,Rajajinagar,2024-12-05,24,20,4,83.33,1,1,0,1756.0,4,0.8763
DQ-0010619,BSCM-000354,Rajajinagar,2024-02-29,24,24,0,100.0,0,2,0,1542.9,3,0.9005
DQ-0010620,BSCM-000354,Rajajinagar,2024-11-20,24,24,0,100.0,0,1,0,2325.2,0,0.8703
DQ-0010621,BSCM-000355,Indiranagar,2023-03-11,24,23,1,95.83,0,2,0,1297.0,0,0.9791
DQ-0010622,BSCM-000355,Indiranagar,2024-10-04,24,24,0,100.0,0,2,0,261.2,4,0.9622
DQ-0010623,BSCM-000355,Indiranagar,2024-02-06,24,24,0,100.0,0,0,0,543.9,2,0.8794
DQ-0010624,BSCM-000355,Indiranagar,2023-01-12,24,24,0,100.0,0,0,0,2006.1,2,0.8276
DQ-0010625,BSCM-000355,Indiranagar,2024-09-22,24,24,0,100.0,0,2,0,1687.8,0,0.8835
DQ-0010626,BSCM-000355,Indiranagar,2023-10-05,24,22,2,91.67,0,1,0,527.0,0,0.9725
DQ-0010627,BSCM-000355,Indiranagar,2024-12-24,24,24,0,100.0,0,0,0,2421.4,5,0.9583
DQ-0010628,BSCM-000355,Indiranagar,2023-07-11,24,24,0,100.0,0,1,0,1503.2,5,0.9264
DQ-0010629,BSCM-000355,Indiranagar,2023-09-16,24,21,3,87.5,0,1,0,1394.4,2,0.9228
DQ-0010630,BSCM-000355,Indiranagar,2023-08-22,24,24,0,100.0,0,0,0,1552.1,5,0.9919
DQ-0010631,BSCM-000355,Indiranagar,2024-10-06,24,24,0,100.0,0,1,0,1276.0,3,0.8425
DQ-0010632,BSCM-000355,Indiranagar,2023-05-10,24,22,2,91.67,2,2,0,463.4,5,0.883
DQ-0010633,BSCM-000355,Indiranagar,2024-07-08,24,22,2,91.67,2,2,0,1301.2,3,0.8293
DQ-0010634,BSCM-000355,Indiranagar,2024-08-20,24,24,0,100.0,0,2,0,240.0,4,0.8821
DQ-0010635,BSCM-000355,Indiranagar,2023-11-13,24,18,6,75.0,2,0,0,2471.0,3,0.7328
DQ-0010636,BSCM-000355,Indiranagar,2023-06-02,24,23,1,95.83,1,1,0,606.6,0,0.8398
DQ-0010637,BSCM-000355,Indiranagar,2024-09-27,24,20,4,83.33,0,0,0,1203.9,0,0.9145
DQ-0010638,BSCM-000355,Indiranagar,2023-05-24,24,24,0,100.0,0,0,0,575.9,1,0.9373
DQ-0010639,BSCM-000355,Indiranagar,2024-06-21,24,24,0,100.0,0,1,0,1969.2,1,0.9382
DQ-0010640,BSCM-000355,Indiranagar,2023-08-29,24,24,0,100.0,0,2,0,1115.1,2,0.9246
DQ-0010641,BSCM-000355,Indiranagar,2024-04-21,24,24,0,100.0,0,1,0,768.8,0,0.894
DQ-0010642,BSCM-000355,Indiranagar,2023-01-07,24,24,0,100.0,0,1,0,2262.9,5,0.8172
DQ-0010643,BSCM-000355,Indiranagar,2024-08-18,24,24,0,100.0,0,0,0,1250.8,2,0.987
DQ-0010644,BSCM-000355,Indiranagar,2023-11-12,24,24,0,100.0,0,0,0,332.4,2,0.9598
DQ-0010645,BSCM-000355,Indiranagar,2024-03-25,24,24,0,100.0,0,2,0,2263.4,4,0.9127
DQ-0010646,BSCM-000355,Indiranagar,2024-10-28,24,23,1,95.83,0,2,0,2452.7,2,0.9651
DQ-0010647,BSCM-000355,Indiranagar,2024-09-23,24,24,0,100.0,0,1,0,855.9,3,0.807
DQ-0010648,BSCM-000355,Indiranagar,2024-12-05,24,24,0,100.0,0,2,0,1521.2,3,0.8585
DQ-0010649,BSCM-000355,Indiranagar,2024-02-29,24,24,0,100.0,0,2,0,1945.7,3,0.9726
DQ-0010650,BSCM-000355,Indiranagar,2024-11-20,24,20,4,83.33,1,1,0,1130.7,1,0.9187
DQ-0010651,BSCM-000356,Rajajinagar,2023-03-11,24,24,0,100.0,0,1,0,1538.4,3,0.8429
DQ-0010652,BSCM-000356,Rajajinagar,2024-10-04,24,24,0,100.0,0,0,0,133.0,2,0.8886
DQ-0010653,BSCM-000356,Rajajinagar,2024-02-06,24,23,1,95.83,0,0,0,358.4,2,0.9112
DQ-0010654,BSCM-000356,Rajajinagar,2023-01-12,24,24,0,100.0,0,2,0,1010.4,4,0.9902
DQ-0010655,BSCM-000356,Rajajinagar,2024-09-22,24,21,3,87.5,0,2,0,1781.4,1,0.8008
DQ-0010656,BSCM-000356,Rajajinagar,2023-10-05,24,24,0,100.0,0,1,0,1339.4,0,0.9558
DQ-0010657,BSCM-000356,Rajajinagar,2024-12-24,24,24,0,100.0,0,1,0,1059.2,0,0.8229
DQ-0010658,BSCM-000356,Rajajinagar,2023-07-11,24,24,0,100.0,0,2,1,591.8,5,0.8917
DQ-0010659,BSCM-000356,Rajajinagar,2023-09-16,24,22,2,91.67,2,1,0,924.9,3,0.9635
DQ-0010660,BSCM-000356,Rajajinagar,2023-08-22,24,24,0,100.0,0,1,0,2188.5,4,0.9385
DQ-0010661,BSCM-000356,Rajajinagar,2024-10-06,24,24,0,100.0,0,0,0,1266.0,0,0.8168
DQ-0010662,BSCM-000356,Rajajinagar,2023-05-10,24,24,0,100.0,0,2,0,1986.7,5,0.8284
