forecast_id,zone,forecast_date,model_name,forecast_mw,actual_mw,p10_mw,p90_mw,mape_pct,peak_hour,peak_forecast_mw,horizon_hours,run_timestamp,p50_mw,p5_mw,p95_mw,confidence_level,model_version,training_data_size,last_retrained_date
FC-006660,BTM Layout,2024-10-27,Prophet-v1,40.43,41.65,35.58,45.28,2.929,21,54.58,24,2024-10-26 22:00:00,40.43,33.4,47.46,0.971,1.4.3,42897,2024-08-13
FC-006661,Whitefield,2024-10-28,Prophet-v1,38.24,38.83,33.65,42.83,1.519,19,51.62,24,2024-10-27 22:00:00,38.24,31.58,44.9,0.985,1.4.3,43029,2024-09-27
FC-006662,Koramangala,2024-10-28,Ensemble-v4,44.73,43.79,39.36,50.1,2.147,9,60.39,24,2024-10-27 18:00:00,44.73,36.94,52.52,0.979,4.1.0,43118,2024-09-26
FC-006663,Jayanagar,2024-10-28,Ensemble-v4,41.81,44.29,36.79,46.83,5.599,19,56.44,24,2024-10-27 22:00:00,41.81,34.53,49.09,0.944,4.1.0,42910,2024-09-25
FC-006664,Rajajinagar,2024-10-28,Ensemble-v4,38.14,40.33,33.56,42.72,5.43,10,51.49,24,2024-10-27 21:00:00,38.14,31.5,44.78,0.946,4.1.0,43114,2024-09-24
FC-006665,Hebbal,2024-10-28,LSTM-v2,36.91,39.39,32.48,41.34,6.296,19,49.83,24,2024-10-27 19:00:00,36.91,30.49,43.33,0.937,2.1.0,42574,2024-09-23
FC-006666,Electronic City,2024-10-28,Prophet-v1,41.82,40.49,36.8,46.84,3.285,18,56.46,24,2024-10-27 21:00:00,41.82,34.54,49.1,0.967,1.4.3,43473,2024-09-22
FC-006667,Marathahalli,2024-10-28,XGBoost-v3,48.63,46.04,42.79,54.47,5.626,10,65.65,24,2024-10-27 20:00:00,48.63,40.16,57.1,0.944,3.2.1,43224,2024-09-21
FC-006668,Indiranagar,2024-10-28,Ensemble-v4,39.65,38.48,34.89,44.41,3.041,9,53.53,24,2024-10-27 20:00:00,39.65,32.75,46.55,0.97,4.1.0,43120,2024-09-20
FC-006669,Yelahanka,2024-10-28,Ensemble-v4,39.93,39.7,35.14,44.72,0.579,10,53.91,24,2024-10-27 22:00:00,39.93,32.98,46.88,0.994,4.1.0,42910,2024-09-19
FC-006670,BTM Layout,2024-10-28,XGBoost-v3,33.03,35.01,29.07,36.99,5.656,21,44.59,24,2024-10-27 22:00:00,33.03,27.29,38.77,0.943,3.2.1,42897,2024-09-18
FC-006671,Whitefield,2024-10-29,Ensemble-v4,41.64,41.68,36.64,46.64,0.096,20,56.21,24,2024-10-28 20:00:00,41.64,34.39,48.89,0.999,4.1.0,43029,2024-09-18
FC-006672,Koramangala,2024-10-29,Prophet-v1,44.01,41.28,38.73,49.29,6.613,21,59.41,24,2024-10-28 21:00:00,44.01,36.35,51.67,0.934,1.4.3,43118,2024-09-17
FC-006673,Jayanagar,2024-10-29,XGBoost-v3,41.57,39.17,36.58,46.56,6.127,18,56.12,24,2024-10-28 22:00:00,41.57,34.33,48.81,0.939,3.2.1,42910,2024-09-16
FC-006674,Rajajinagar,2024-10-29,LSTM-v2,43.68,41.24,38.44,48.92,5.917,19,58.97,24,2024-10-28 20:00:00,43.68,36.08,51.28,0.941,2.1.0,43114,2024-09-15
FC-006675,Hebbal,2024-10-29,Ensemble-v4,36.57,37.16,32.18,40.96,1.588,20,49.37,24,2024-10-28 18:00:00,36.57,30.2,42.94,0.984,4.1.0,42574,2024-09-14
FC-006676,Electronic City,2024-10-29,Prophet-v1,37.47,37.78,32.97,41.97,0.821,20,50.58,24,2024-10-28 18:00:00,37.47,30.94,44.0,0.992,1.4.3,43473,2024-09-13
FC-006677,Marathahalli,2024-10-29,Prophet-v1,43.47,42.81,38.25,48.69,1.542,19,58.68,24,2024-10-28 22:00:00,43.47,35.9,51.04,0.985,1.4.3,43224,2024-09-12
FC-006678,Indiranagar,2024-10-29,XGBoost-v3,42.3,40.95,37.22,47.38,3.297,19,57.1,24,2024-10-28 21:00:00,42.3,34.93,49.67,0.967,3.2.1,43120,2024-09-11
FC-006679,Yelahanka,2024-10-29,Prophet-v1,43.34,42.63,38.14,48.54,1.665,10,58.51,24,2024-10-28 18:00:00,43.34,35.8,50.88,0.983,1.4.3,42910,2024-09-10
FC-006680,BTM Layout,2024-10-29,Ensemble-v4,40.15,41.9,35.33,44.97,4.177,9,54.2,24,2024-10-28 21:00:00,40.15,33.16,47.14,0.958,4.1.0,42897,2024-09-09
FC-006681,Whitefield,2024-10-30,LSTM-v2,34.81,34.28,30.63,38.99,1.546,10,46.99,24,2024-10-29 23:00:00,34.81,28.75,40.87,0.985,2.1.0,43029,2024-09-09
FC-006682,Koramangala,2024-10-30,Ensemble-v4,41.41,39.32,36.44,46.38,5.315,20,55.9,24,2024-10-29 23:00:00,41.41,34.2,48.62,0.947,4.1.0,43118,2024-09-08
FC-006683,Jayanagar,2024-10-30,Ensemble-v4,36.12,37.46,31.79,40.45,3.577,21,48.76,24,2024-10-29 18:00:00,36.12,29.84,42.4,0.964,4.1.0,42910,2024-09-07
FC-006684,Rajajinagar,2024-10-30,Ensemble-v4,41.77,41.05,36.76,46.78,1.754,21,56.39,24,2024-10-29 20:00:00,41.77,34.51,49.03,0.982,4.1.0,43114,2024-09-06
FC-006685,Hebbal,2024-10-30,Prophet-v1,43.51,41.68,38.29,48.73,4.391,9,58.74,24,2024-10-29 19:00:00,43.51,35.94,51.08,0.956,1.4.3,42574,2024-09-05
FC-006686,Electronic City,2024-10-30,Prophet-v1,34.94,37.28,30.75,39.13,6.277,19,47.17,24,2024-10-29 19:00:00,34.94,28.86,41.02,0.937,1.4.3,43473,2024-09-04
FC-006687,Marathahalli,2024-10-30,Ensemble-v4,44.56,42.9,39.21,49.91,3.869,18,60.16,24,2024-10-29 23:00:00,44.56,36.8,52.32,0.961,4.1.0,43224,2024-09-03
FC-006688,Indiranagar,2024-10-30,LSTM-v2,41.21,43.87,36.26,46.16,6.063,9,55.63,24,2024-10-29 21:00:00,41.21,34.03,48.39,0.939,2.1.0,43120,2024-09-02
FC-006689,Yelahanka,2024-10-30,LSTM-v2,37.13,35.47,32.67,41.59,4.68,21,50.13,24,2024-10-29 23:00:00,37.13,30.66,43.6,0.953,2.1.0,42910,2024-09-01
FC-006690,BTM Layout,2024-10-30,LSTM-v2,34.46,35.02,30.32,38.6,1.599,20,46.52,24,2024-10-29 19:00:00,34.46,28.46,40.46,0.984,2.1.0,42897,2024-08-31
FC-006691,Whitefield,2024-10-31,Prophet-v1,37.11,35.5,32.66,41.56,4.535,10,50.1,24,2024-10-30 18:00:00,37.11,30.66,43.56,0.955,1.4.3,43029,2024-08-31
FC-006692,Koramangala,2024-10-31,LSTM-v2,47.33,45.44,41.65,53.01,4.159,20,63.9,24,2024-10-30 19:00:00,47.33,39.09,55.57,0.958,2.1.0,43118,2024-08-30
FC-006693,Jayanagar,2024-10-31,LSTM-v2,40.4,40.54,35.55,45.25,0.345,20,54.54,24,2024-10-30 18:00:00,40.4,33.37,47.43,0.997,2.1.0,42910,2024-08-29
FC-006694,Rajajinagar,2024-10-31,XGBoost-v3,47.16,44.89,41.5,52.82,5.057,21,63.67,24,2024-10-30 18:00:00,47.16,38.95,55.37,0.949,3.2.1,43114,2024-08-28
FC-006695,Hebbal,2024-10-31,XGBoost-v3,39.15,38.2,34.45,43.85,2.487,9,52.85,24,2024-10-30 18:00:00,39.15,32.34,45.96,0.975,3.2.1,42574,2024-08-27
FC-006696,Electronic City,2024-10-31,Ensemble-v4,43.27,42.63,38.08,48.46,1.501,9,58.41,24,2024-10-30 18:00:00,43.27,35.74,50.8,0.985,4.1.0,43473,2024-08-26
FC-006697,Marathahalli,2024-10-31,Prophet-v1,36.64,36.88,32.24,41.04,0.651,18,49.46,24,2024-10-30 22:00:00,36.64,30.26,43.02,0.993,1.4.3,43224,2024-08-25
FC-006698,Indiranagar,2024-10-31,Prophet-v1,36.23,38.72,31.88,40.58,6.431,9,48.91,24,2024-10-30 18:00:00,36.23,29.92,42.54,0.936,1.4.3,43120,2024-08-24
FC-006699,Yelahanka,2024-10-31,XGBoost-v3,45.12,43.09,39.71,50.53,4.711,18,60.91,24,2024-10-30 23:00:00,45.12,37.28,52.96,0.953,3.2.1,42910,2024-08-23
FC-006700,BTM Layout,2024-10-31,LSTM-v2,41.55,43.92,36.56,46.54,5.396,20,56.09,24,2024-10-30 19:00:00,41.55,34.31,48.79,0.946,2.1.0,42897,2024-08-22
FC-006701,Whitefield,2024-11-01,Prophet-v1,43.24,43.6,38.05,48.43,0.826,9,58.37,24,2024-10-31 22:00:00,43.24,35.71,50.77,0.992,1.4.3,43029,2024-08-22
FC-006702,Koramangala,2024-11-01,LSTM-v2,33.15,34.4,29.17,37.13,3.634,20,44.75,24,2024-10-31 19:00:00,33.15,27.38,38.92,0.964,2.1.0,43118,2024-08-21
FC-006703,Jayanagar,2024-11-01,Prophet-v1,38.17,36.1,33.59,42.75,5.734,18,51.53,24,2024-10-31 22:00:00,38.17,31.53,44.81,0.943,1.4.3,42910,2024-08-20
FC-006704,Rajajinagar,2024-11-01,XGBoost-v3,34.82,35.72,30.64,39.0,2.52,9,47.01,24,2024-10-31 20:00:00,34.82,28.76,40.88,0.975,3.2.1,43114,2024-08-19
FC-006705,Hebbal,2024-11-01,Ensemble-v4,41.65,40.3,36.65,46.65,3.35,20,56.23,24,2024-10-31 21:00:00,41.65,34.4,48.9,0.966,4.1.0,42574,2024-08-18
FC-006706,Electronic City,2024-11-01,XGBoost-v3,40.98,42.78,36.06,45.9,4.208,19,55.32,24,2024-10-31 19:00:00,40.98,33.85,48.11,0.958,3.2.1,43473,2024-10-01
FC-006707,Marathahalli,2024-11-01,Ensemble-v4,38.76,37.51,34.11,43.41,3.332,18,52.33,24,2024-10-31 23:00:00,38.76,32.02,45.5,0.967,4.1.0,43224,2024-09-30
FC-006708,Indiranagar,2024-11-01,XGBoost-v3,39.77,41.18,35.0,44.54,3.424,18,53.69,24,2024-10-31 19:00:00,39.77,32.85,46.69,0.966,3.2.1,43120,2024-09-29
FC-006709,Yelahanka,2024-11-01,XGBoost-v3,37.91,37.67,33.36,42.46,0.637,19,51.18,24,2024-10-31 20:00:00,37.91,31.31,44.51,0.994,3.2.1,42910,2024-09-28
FC-006710,BTM Layout,2024-11-01,Ensemble-v4,41.12,42.32,36.19,46.05,2.836,10,55.51,24,2024-10-31 22:00:00,41.12,33.97,48.27,0.972,4.1.0,42897,2024-09-27
FC-006711,Whitefield,2024-11-02,Prophet-v1,34.59,37.05,30.44,38.74,6.64,20,46.7,24,2024-11-01 19:00:00,34.59,28.57,40.61,0.934,1.4.3,43029,2024-09-27
FC-006712,Koramangala,2024-11-02,Prophet-v1,38.68,38.51,34.04,43.32,0.441,18,52.22,24,2024-11-01 20:00:00,38.68,31.95,45.41,0.996,1.4.3,43118,2024-09-26
FC-006713,Jayanagar,2024-11-02,Ensemble-v4,42.16,43.74,37.1,47.22,3.612,20,56.92,24,2024-11-01 23:00:00,42.16,34.82,49.5,0.964,4.1.0,42910,2024-09-25
FC-006714,Rajajinagar,2024-11-02,Prophet-v1,45.45,43.39,40.0,50.9,4.748,21,61.36,24,2024-11-01 21:00:00,45.45,37.55,53.35,0.953,1.4.3,43114,2024-09-24
FC-006715,Hebbal,2024-11-02,LSTM-v2,39.36,39.07,34.64,44.08,0.742,10,53.14,24,2024-11-01 23:00:00,39.36,32.52,46.2,0.993,2.1.0,42574,2024-09-23
FC-006716,Electronic City,2024-11-02,Ensemble-v4,39.42,38.94,34.69,44.15,1.233,20,53.22,24,2024-11-01 23:00:00,39.42,32.56,46.28,0.988,4.1.0,43473,2024-09-22
FC-006717,Marathahalli,2024-11-02,Prophet-v1,43.63,41.71,38.39,48.87,4.603,21,58.9,24,2024-11-01 23:00:00,43.63,36.03,51.23,0.954,1.4.3,43224,2024-09-21
FC-006718,Indiranagar,2024-11-02,XGBoost-v3,38.5,38.37,33.88,43.12,0.339,10,51.98,24,2024-11-01 22:00:00,38.5,31.8,45.2,0.997,3.2.1,43120,2024-09-20
FC-006719,Yelahanka,2024-11-02,Prophet-v1,40.74,40.92,35.85,45.63,0.44,20,55.0,24,2024-11-01 22:00:00,40.74,33.65,47.83,0.996,1.4.3,42910,2024-09-19
FC-006720,BTM Layout,2024-11-02,LSTM-v2,30.74,32.69,27.05,34.43,5.965,20,41.5,24,2024-11-01 20:00:00,30.74,25.39,36.09,0.94,2.1.0,42897,2024-09-18
FC-006721,Whitefield,2024-11-03,LSTM-v2,39.99,37.88,35.19,44.79,5.57,19,53.99,24,2024-11-02 19:00:00,39.99,33.03,46.95,0.944,2.1.0,43029,2024-09-18
FC-006722,Koramangala,2024-11-03,Prophet-v1,44.05,44.92,38.76,49.34,1.937,10,59.47,24,2024-11-02 18:00:00,44.05,36.38,51.72,0.981,1.4.3,43118,2024-09-17
FC-006723,Jayanagar,2024-11-03,Prophet-v1,38.95,37.96,34.28,43.62,2.608,19,52.58,24,2024-11-02 18:00:00,38.95,32.18,45.72,0.974,1.4.3,42910,2024-09-16
FC-006724,Rajajinagar,2024-11-03,LSTM-v2,37.65,39.97,33.13,42.17,5.804,20,50.83,24,2024-11-02 19:00:00,37.65,31.1,44.2,0.942,2.1.0,43114,2024-09-15
FC-006725,Hebbal,2024-11-03,Ensemble-v4,36.73,38.2,32.32,41.14,3.848,20,49.59,24,2024-11-02 22:00:00,36.73,30.34,43.12,0.962,4.1.0,42574,2024-09-14
FC-006726,Electronic City,2024-11-03,LSTM-v2,39.89,40.88,35.1,44.68,2.422,20,53.85,24,2024-11-02 19:00:00,39.89,32.94,46.84,0.976,2.1.0,43473,2024-09-13
FC-006727,Marathahalli,2024-11-03,Ensemble-v4,40.73,40.21,35.84,45.62,1.293,10,54.99,24,2024-11-02 22:00:00,40.73,33.64,47.82,0.987,4.1.0,43224,2024-09-12
FC-006728,Indiranagar,2024-11-03,Ensemble-v4,40.9,42.19,35.99,45.81,3.058,19,55.22,24,2024-11-02 18:00:00,40.9,33.78,48.02,0.969,4.1.0,43120,2024-09-11
FC-006729,Yelahanka,2024-11-03,Ensemble-v4,41.25,42.4,36.3,46.2,2.712,9,55.69,24,2024-11-02 18:00:00,41.25,34.07,48.43,0.973,4.1.0,42910,2024-09-10
FC-006730,BTM Layout,2024-11-03,Prophet-v1,47.15,44.42,41.49,52.81,6.146,21,63.65,24,2024-11-02 19:00:00,47.15,38.94,55.36,0.939,1.4.3,42897,2024-09-09
FC-006731,Whitefield,2024-11-04,Ensemble-v4,37.29,39.28,32.82,41.76,5.066,18,50.34,24,2024-11-03 21:00:00,37.29,30.81,43.77,0.949,4.1.0,43029,2024-09-09
FC-006732,Koramangala,2024-11-04,LSTM-v2,36.59,38.76,32.2,40.98,5.599,18,49.4,24,2024-11-03 21:00:00,36.59,30.22,42.96,0.944,2.1.0,43118,2024-09-08
FC-006733,Jayanagar,2024-11-04,LSTM-v2,42.62,43.11,37.51,47.73,1.137,19,57.54,24,2024-11-03 18:00:00,42.62,35.21,50.03,0.989,2.1.0,42910,2024-09-07
FC-006734,Rajajinagar,2024-11-04,Ensemble-v4,38.88,41.06,34.21,43.55,5.309,18,52.49,24,2024-11-03 21:00:00,38.88,32.11,45.65,0.947,4.1.0,43114,2024-09-06
FC-006735,Hebbal,2024-11-04,XGBoost-v3,38.02,37.16,33.46,42.58,2.314,10,51.33,24,2024-11-03 23:00:00,38.02,31.41,44.63,0.977,3.2.1,42574,2024-09-05
FC-006736,Electronic City,2024-11-04,Ensemble-v4,44.04,41.5,38.76,49.32,6.12,18,59.45,24,2024-11-03 21:00:00,44.04,36.38,51.7,0.939,4.1.0,43473,2024-09-04
FC-006737,Marathahalli,2024-11-04,Ensemble-v4,40.12,41.97,35.31,44.93,4.408,9,54.16,24,2024-11-03 20:00:00,40.12,33.15,47.09,0.956,4.1.0,43224,2024-09-03
FC-006738,Indiranagar,2024-11-04,XGBoost-v3,41.04,41.96,36.12,45.96,2.193,18,55.4,24,2024-11-03 20:00:00,41.04,33.91,48.17,0.978,3.2.1,43120,2024-09-02
FC-006739,Yelahanka,2024-11-04,LSTM-v2,39.24,38.84,34.53,43.95,1.03,19,52.97,24,2024-11-03 21:00:00,39.24,32.41,46.07,0.99,2.1.0,42910,2024-09-01
FC-006740,BTM Layout,2024-11-04,XGBoost-v3,35.39,33.36,31.14,39.64,6.085,21,47.78,24,2024-11-03 22:00:00,35.39,29.23,41.55,0.939,3.2.1,42897,2024-08-31
FC-006741,Whitefield,2024-11-05,Ensemble-v4,43.03,42.16,37.87,48.19,2.064,10,58.09,24,2024-11-04 22:00:00,43.03,35.55,50.51,0.979,4.1.0,43029,2024-08-31
FC-006742,Koramangala,2024-11-05,LSTM-v2,38.68,40.98,34.04,43.32,5.612,19,52.22,24,2024-11-04 22:00:00,38.68,31.95,45.41,0.944,2.1.0,43118,2024-08-30
FC-006743,Jayanagar,2024-11-05,Ensemble-v4,40.45,42.24,35.6,45.3,4.238,10,54.61,24,2024-11-04 22:00:00,40.45,33.42,47.48,0.958,4.1.0,42910,2024-08-29
FC-006744,Rajajinagar,2024-11-05,Ensemble-v4,34.78,34.62,30.61,38.95,0.462,20,46.95,24,2024-11-04 22:00:00,34.78,28.73,40.83,0.995,4.1.0,43114,2024-08-28
FC-006745,Hebbal,2024-11-05,XGBoost-v3,34.58,33.5,30.43,38.73,3.224,21,46.68,24,2024-11-04 20:00:00,34.58,28.56,40.6,0.968,3.2.1,42574,2024-08-27
FC-006746,Electronic City,2024-11-05,Ensemble-v4,40.04,40.09,35.24,44.84,0.125,20,54.05,24,2024-11-04 22:00:00,40.04,33.08,47.0,0.999,4.1.0,43473,2024-08-26
FC-006747,Marathahalli,2024-11-05,XGBoost-v3,41.55,43.81,36.56,46.54,5.159,9,56.09,24,2024-11-04 21:00:00,41.55,34.31,48.79,0.948,3.2.1,43224,2024-08-25
FC-006748,Indiranagar,2024-11-05,Prophet-v1,47.25,44.78,41.58,52.92,5.516,18,63.79,24,2024-11-04 21:00:00,47.25,39.03,55.47,0.945,1.4.3,43120,2024-08-24
FC-006749,Yelahanka,2024-11-05,XGBoost-v3,41.79,39.4,36.78,46.8,6.066,10,56.42,24,2024-11-04 23:00:00,41.79,34.53,49.05,0.939,3.2.1,42910,2024-08-23
FC-006750,BTM Layout,2024-11-05,XGBoost-v3,46.12,45.61,40.59,51.65,1.118,18,62.26,24,2024-11-04 18:00:00,46.12,38.1,54.14,0.989,3.2.1,42897,2024-08-22
FC-006751,Whitefield,2024-11-06,XGBoost-v3,41.16,39.63,36.22,46.1,3.861,18,55.57,24,2024-11-05 22:00:00,41.16,34.0,48.32,0.961,3.2.1,43029,2024-10-06
FC-006752,Koramangala,2024-11-06,LSTM-v2,38.25,35.89,33.66,42.84,6.576,10,51.64,24,2024-11-05 19:00:00,38.25,31.59,44.91,0.934,2.1.0,43118,2024-10-05
FC-006753,Jayanagar,2024-11-06,Ensemble-v4,41.07,43.09,36.14,46.0,4.688,9,55.44,24,2024-11-05 20:00:00,41.07,33.92,48.22,0.953,4.1.0,42910,2024-10-04
FC-006754,Rajajinagar,2024-11-06,Prophet-v1,36.36,37.16,32.0,40.72,2.153,9,49.09,24,2024-11-05 21:00:00,36.36,30.04,42.68,0.978,1.4.3,43114,2024-10-03
FC-006755,Hebbal,2024-11-06,LSTM-v2,34.48,36.78,30.34,38.62,6.253,9,46.55,24,2024-11-05 23:00:00,34.48,28.48,40.48,0.937,2.1.0,42574,2024-10-02
FC-006756,Electronic City,2024-11-06,Prophet-v1,38.54,39.88,33.92,43.16,3.36,19,52.03,24,2024-11-05 19:00:00,38.54,31.84,45.24,0.966,1.4.3,43473,2024-10-01
FC-006757,Marathahalli,2024-11-06,LSTM-v2,41.69,41.84,36.69,46.69,0.359,10,56.28,24,2024-11-05 18:00:00,41.69,34.44,48.94,0.996,2.1.0,43224,2024-09-30
FC-006758,Indiranagar,2024-11-06,Prophet-v1,40.39,41.77,35.54,45.24,3.304,10,54.53,24,2024-11-05 21:00:00,40.39,33.36,47.42,0.967,1.4.3,43120,2024-09-29
FC-006759,Yelahanka,2024-11-06,Prophet-v1,40.75,40.51,35.86,45.64,0.592,10,55.01,24,2024-11-05 23:00:00,40.75,33.66,47.84,0.994,1.4.3,42910,2024-09-28
FC-006760,BTM Layout,2024-11-06,LSTM-v2,42.99,40.91,37.83,48.15,5.084,21,58.04,24,2024-11-05 18:00:00,42.99,35.51,50.47,0.949,2.1.0,42897,2024-09-27
FC-006761,Whitefield,2024-11-07,Prophet-v1,36.18,34.26,31.84,40.52,5.604,10,48.84,24,2024-11-06 22:00:00,36.18,29.89,42.47,0.944,1.4.3,43029,2024-09-27
FC-006762,Koramangala,2024-11-07,Prophet-v1,36.31,37.48,31.95,40.67,3.122,21,49.02,24,2024-11-06 21:00:00,36.31,29.99,42.63,0.969,1.4.3,43118,2024-09-26
FC-006763,Jayanagar,2024-11-07,LSTM-v2,36.05,36.9,31.72,40.38,2.304,18,48.67,24,2024-11-06 21:00:00,36.05,29.77,42.33,0.977,2.1.0,42910,2024-09-25
FC-006764,Rajajinagar,2024-11-07,XGBoost-v3,44.32,42.17,39.0,49.64,5.098,20,59.83,24,2024-11-06 18:00:00,44.32,36.61,52.03,0.949,3.2.1,43114,2024-09-24
FC-006765,Hebbal,2024-11-07,Prophet-v1,38.88,41.67,34.21,43.55,6.695,19,52.49,24,2024-11-06 20:00:00,38.88,32.11,45.65,0.933,1.4.3,42574,2024-09-23
FC-006766,Electronic City,2024-11-07,Ensemble-v4,38.86,39.15,34.2,43.52,0.741,19,52.46,24,2024-11-06 23:00:00,38.86,32.1,45.62,0.993,4.1.0,43473,2024-09-22
FC-006767,Marathahalli,2024-11-07,Ensemble-v4,37.85,37.47,33.31,42.39,1.014,10,51.1,24,2024-11-06 22:00:00,37.85,31.27,44.43,0.99,4.1.0,43224,2024-09-21
FC-006768,Indiranagar,2024-11-07,Ensemble-v4,41.46,41.88,36.48,46.44,1.003,20,55.97,24,2024-11-06 22:00:00,41.46,34.24,48.68,0.99,4.1.0,43120,2024-09-20
FC-006769,Yelahanka,2024-11-07,Prophet-v1,38.49,40.88,33.87,43.11,5.846,10,51.96,24,2024-11-06 22:00:00,38.49,31.79,45.19,0.942,1.4.3,42910,2024-09-19
FC-006770,BTM Layout,2024-11-07,LSTM-v2,39.64,40.61,34.88,44.4,2.389,9,53.51,24,2024-11-06 22:00:00,39.64,32.74,46.54,0.976,2.1.0,42897,2024-09-18
FC-006771,Whitefield,2024-11-08,LSTM-v2,41.54,44.38,36.56,46.52,6.399,9,56.08,24,2024-11-07 23:00:00,41.54,34.32,48.76,0.936,2.1.0,43029,2024-09-18
FC-006772,Koramangala,2024-11-08,Prophet-v1,38.38,37.77,33.77,42.99,1.615,10,51.81,24,2024-11-07 22:00:00,38.38,31.7,45.06,0.984,1.4.3,43118,2024-09-17
FC-006773,Jayanagar,2024-11-08,Ensemble-v4,41.81,43.48,36.79,46.83,3.841,9,56.44,24,2024-11-07 23:00:00,41.81,34.53,49.09,0.962,4.1.0,42910,2024-09-16
FC-006774,Rajajinagar,2024-11-08,Prophet-v1,33.4,35.26,29.39,37.41,5.275,21,45.09,24,2024-11-07 19:00:00,33.4,27.59,39.21,0.947,1.4.3,43114,2024-09-15
FC-006775,Hebbal,2024-11-08,Ensemble-v4,38.64,39.78,34.0,43.28,2.866,20,52.16,24,2024-11-07 23:00:00,38.64,31.91,45.37,0.971,4.1.0,42574,2024-09-14
FC-006776,Electronic City,2024-11-08,XGBoost-v3,40.79,41.81,35.9,45.68,2.44,9,55.07,24,2024-11-07 21:00:00,40.79,33.7,47.88,0.976,3.2.1,43473,2024-09-13
FC-006777,Marathahalli,2024-11-08,LSTM-v2,46.65,44.99,41.05,52.25,3.69,20,62.98,24,2024-11-07 19:00:00,46.65,38.53,54.77,0.963,2.1.0,43224,2024-09-12
FC-006778,Indiranagar,2024-11-08,LSTM-v2,36.49,39.05,32.11,40.87,6.556,20,49.26,24,2024-11-07 23:00:00,36.49,30.14,42.84,0.934,2.1.0,43120,2024-09-11
FC-006779,Yelahanka,2024-11-08,Prophet-v1,43.48,41.62,38.26,48.7,4.469,19,58.7,24,2024-11-07 22:00:00,43.48,35.91,51.05,0.955,1.4.3,42910,2024-09-10
FC-006780,BTM Layout,2024-11-08,Ensemble-v4,36.38,38.35,32.01,40.75,5.137,9,49.11,24,2024-11-07 19:00:00,36.38,30.04,42.72,0.949,4.1.0,42897,2024-09-09
FC-006781,Whitefield,2024-11-09,XGBoost-v3,39.38,41.86,34.65,44.11,5.925,21,53.16,24,2024-11-08 19:00:00,39.38,32.52,46.24,0.941,3.2.1,43029,2024-09-09
FC-006782,Koramangala,2024-11-09,Ensemble-v4,34.6,36.8,30.45,38.75,5.978,9,46.71,24,2024-11-08 23:00:00,34.6,28.58,40.62,0.94,4.1.0,43118,2024-09-08
FC-006783,Jayanagar,2024-11-09,Ensemble-v4,39.24,39.57,34.53,43.95,0.834,19,52.97,24,2024-11-08 19:00:00,39.24,32.41,46.07,0.992,4.1.0,42910,2024-09-07
FC-006784,Rajajinagar,2024-11-09,Prophet-v1,39.24,37.43,34.53,43.95,4.836,19,52.97,24,2024-11-08 21:00:00,39.24,32.41,46.07,0.952,1.4.3,43114,2024-09-06
FC-006785,Hebbal,2024-11-09,LSTM-v2,40.98,39.45,36.06,45.9,3.878,10,55.32,24,2024-11-08 21:00:00,40.98,33.85,48.11,0.961,2.1.0,42574,2024-09-05
FC-006786,Electronic City,2024-11-09,Ensemble-v4,42.4,40.96,37.31,47.49,3.516,18,57.24,24,2024-11-08 22:00:00,42.4,35.02,49.78,0.965,4.1.0,43473,2024-09-04
FC-006787,Marathahalli,2024-11-09,Prophet-v1,40.9,38.81,35.99,45.81,5.385,21,55.22,24,2024-11-08 19:00:00,40.9,33.78,48.02,0.946,1.4.3,43224,2024-09-03
FC-006788,Indiranagar,2024-11-09,Ensemble-v4,40.9,42.99,35.99,45.81,4.862,9,55.22,24,2024-11-08 18:00:00,40.9,33.78,48.02,0.951,4.1.0,43120,2024-09-02
FC-006789,Yelahanka,2024-11-09,XGBoost-v3,46.24,43.98,40.69,51.79,5.139,9,62.42,24,2024-11-08 19:00:00,46.24,38.19,54.29,0.949,3.2.1,42910,2024-09-01
FC-006790,BTM Layout,2024-11-09,Prophet-v1,45.52,43.14,40.06,50.98,5.517,10,61.45,24,2024-11-08 23:00:00,45.52,37.6,53.44,0.945,1.4.3,42897,2024-08-31
FC-006791,Whitefield,2024-11-10,Prophet-v1,43.68,41.93,38.44,48.92,4.174,18,58.97,24,2024-11-09 21:00:00,43.68,36.08,51.28,0.958,1.4.3,43029,2024-08-31
FC-006792,Koramangala,2024-11-10,Prophet-v1,40.86,43.8,35.96,45.76,6.712,19,55.16,24,2024-11-09 23:00:00,40.86,33.76,47.96,0.933,1.4.3,43118,2024-08-30
FC-006793,Jayanagar,2024-11-10,Ensemble-v4,39.61,40.57,34.86,44.36,2.366,19,53.47,24,2024-11-09 18:00:00,39.61,32.72,46.5,0.976,4.1.0,42910,2024-08-29
FC-006794,Rajajinagar,2024-11-10,XGBoost-v3,40.99,43.75,36.07,45.91,6.309,18,55.34,24,2024-11-09 22:00:00,40.99,33.86,48.12,0.937,3.2.1,43114,2024-08-28
FC-006795,Hebbal,2024-11-10,Prophet-v1,40.75,40.31,35.86,45.64,1.092,21,55.01,24,2024-11-09 18:00:00,40.75,33.66,47.84,0.989,1.4.3,42574,2024-08-27
FC-006796,Electronic City,2024-11-10,LSTM-v2,41.69,39.57,36.69,46.69,5.358,18,56.28,24,2024-11-09 21:00:00,41.69,34.44,48.94,0.946,2.1.0,43473,2024-10-10
