alert_id,meter_id,zone,alert_timestamp,anomaly_type,severity,anomaly_score,status,estimated_loss_units,assigned_inspector,resolution_timestamp,root_cause,model_version,detector_vae_score,detector_eif_score,detector_bocpd_flag,detector_gnn_score,num_detectors_agreeing,shap_feature_1_name,shap_feature_2_name,shap_feature_3_name,shap_feature_1_value,shap_feature_2_value,shap_feature_3_value,suspected_theft_modality,consumption_drop_pct,estimated_daily_loss_inr,recommended_action,days_since_meter_install,alert_reason_code
ALT-003202,BSCM-000277,Indiranagar,2023-03-14 02:00:00,Phase Imbalance,Medium,0.9784,Resolved,0.0,INS-0009,2023-03-17T13:00:00,Meter bypass,TheftDetect-v3.0,1.0,0.9667,True,0.8966,4,night_ratio,power_factor,communication_ok,0.178,0.1568,0.0888,phase_cut,79.43,152.58,Dispatch three-phase inspection and validate phase current balance.,998,PHASE_CURRENT_MISMATCH
ALT-003203,BSCM-000384,Hebbal,2024-07-03 07:00:00,Overcurrent,Medium,0.8332,False Positive,0.0,INS-0002,,,TheftDetect-v3.0,0.8465,0.6556,True,0.7925,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1601,0.1128,0.0656,meter_slowdown,69.92,386.03,Run accuracy test and compare against calibrated reference meter.,1299,PEER_DEVIATION_LOW_USAGE
ALT-003204,BSCM-000287,Koramangala,2024-01-29 08:00:00,Overcurrent,Low,0.7928,Resolved,0.0,INS-0008,2024-02-02T12:00:00,Phase cut,TheftDetect-v2.1,0.8695,0.6808,True,0.7277,4,power_factor,communication_ok,load_factor_day,0.1556,0.1273,0.093,meter_slowdown,63.97,136.73,Run accuracy test and compare against calibrated reference meter.,675,PEER_DEVIATION_LOW_USAGE
ALT-003205,BSCM-000137,Hebbal,2024-06-07 05:00:00,Phase Imbalance,High,0.7366,Open,0.0,,,,Ensemble-v1,0.6795,0.7167,True,0.6761,4,voltage_v,z_score_vs_peer,night_ratio,0.1751,0.0912,0.0854,phase_cut,57.53,68.42,Dispatch three-phase inspection and validate phase current balance.,839,PHASE_CURRENT_MISMATCH
ALT-003206,BSCM-000377,Indiranagar,2024-08-24 06:00:00,Energy Theft,Low,0.9403,Resolved,378.71,INS-0007,2024-08-25T02:00:00,Meter bypass,TheftDetect-v3.0,0.8997,0.8473,True,0.933,4,communication_ok,load_factor_day,pct_change_1d,0.2357,0.148,0.0775,bypass,75.12,3029.68,Dispatch inspector to verify bypass wiring and photograph service entry.,1135,THEFT_BYPASS_SIGNATURE
ALT-003207,BSCM-000389,Whitefield,2023-02-10 20:00:00,Communication Loss,Critical,0.986,Resolved,0.0,INS-0009,2023-02-14T20:00:00,Faulty firmware,Ensemble-v1,0.9396,0.9529,True,0.9942,4,z_score_vs_peer,night_ratio,power_factor,0.1801,0.1905,0.1139,meter_slowdown,80.46,226.36,Run accuracy test and compare against calibrated reference meter.,1046,PEER_DEVIATION_LOW_USAGE
ALT-003208,BSCM-000357,Indiranagar,2024-08-22 13:00:00,Phase Imbalance,Medium,0.5882,Investigating,0.0,INS-0019,,,TheftDetect-v2.1,0.638,0.5908,True,0.4444,1,load_factor_day,pct_change_1d,voltage_v,0.1382,0.1106,0.0587,phase_cut,46.92,59.09,Dispatch three-phase inspection and validate phase current balance.,1055,PHASE_CURRENT_MISMATCH
ALT-003209,BSCM-000245,Electronic City,2023-09-19 01:00:00,Energy Theft,Critical,0.9142,Investigating,442.92,INS-0001,,,Ensemble-v1,0.9682,1.0,True,0.8278,4,night_ratio,power_factor,communication_ok,0.1717,0.1278,0.0885,bypass,70.14,3543.36,Dispatch inspector to verify bypass wiring and photograph service entry.,1274,THEFT_BYPASS_SIGNATURE
ALT-003210,BSCM-000416,Rajajinagar,2023-08-25 11:00:00,Overcurrent,Low,0.8015,Resolved,0.0,INS-0004,2023-08-26T14:00:00,Meter bypass,Ensemble-v1,0.8286,0.7783,True,0.6831,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1921,0.1268,0.0832,meter_slowdown,64.52,315.18,Run accuracy test and compare against calibrated reference meter.,465,PEER_DEVIATION_LOW_USAGE
ALT-003211,BSCM-000366,BTM Layout,2024-11-06 02:00:00,PF Degradation,Medium,0.8869,Resolved,0.0,INS-0013,2024-11-06T23:00:00,,Ensemble-v1,0.9579,0.9727,True,0.7821,4,power_factor,communication_ok,load_factor_day,0.1795,0.1252,0.0609,meter_slowdown,71.86,446.87,Run accuracy test and compare against calibrated reference meter.,1460,PEER_DEVIATION_LOW_USAGE
ALT-003212,BSCM-000167,Jayanagar,2023-01-11 21:00:00,Energy Theft,Low,0.8621,Resolved,49.64,INS-0017,2023-01-14T23:00:00,Line fault,TheftDetect-v3.0,0.7914,0.9764,True,0.811,4,voltage_v,z_score_vs_peer,night_ratio,0.1634,0.1367,0.086,bypass,70.46,397.12,Dispatch inspector to verify bypass wiring and photograph service entry.,493,THEFT_BYPASS_SIGNATURE
ALT-003213,BSCM-000096,Jayanagar,2023-02-01 10:00:00,Communication Loss,Medium,0.9204,Open,0.0,,,,TheftDetect-v3.0,1.0,1.0,True,0.8792,4,communication_ok,load_factor_day,pct_change_1d,0.2225,0.1681,0.0907,meter_slowdown,70.96,243.19,Run accuracy test and compare against calibrated reference meter.,1003,PEER_DEVIATION_LOW_USAGE
ALT-003214,BSCM-000137,Hebbal,2024-07-08 10:00:00,Voltage Sag,Medium,0.9836,Resolved,0.0,INS-0017,2024-07-11T22:00:00,,TheftDetect-v3.0,1.0,1.0,True,0.8782,4,z_score_vs_peer,night_ratio,power_factor,0.2017,0.1704,0.1166,meter_slowdown,76.79,196.45,Run accuracy test and compare against calibrated reference meter.,870,PEER_DEVIATION_LOW_USAGE
ALT-003215,BSCM-000300,Jayanagar,2024-07-21 16:00:00,Communication Loss,Medium,0.7106,False Positive,0.0,INS-0016,,,Ensemble-v1,0.7547,0.5535,False,0.5201,1,load_factor_day,pct_change_1d,voltage_v,0.1484,0.1634,0.0758,meter_slowdown,58.14,118.26,Run accuracy test and compare against calibrated reference meter.,1509,PEER_DEVIATION_LOW_USAGE
ALT-003216,BSCM-000255,BTM Layout,2024-11-24 20:00:00,PF Degradation,Critical,0.813,Open,0.0,,,,TheftDetect-v3.0,0.9199,0.8499,True,0.6735,4,night_ratio,power_factor,communication_ok,0.1234,0.1539,0.099,meter_slowdown,62.79,261.9,Run accuracy test and compare against calibrated reference meter.,1760,PEER_DEVIATION_LOW_USAGE
ALT-003217,BSCM-000037,Electronic City,2024-10-11 12:00:00,Overcurrent,Medium,0.7638,Investigating,0.0,INS-0004,,,TheftDetect-v2.1,0.6644,0.8477,True,0.762,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1917,0.1263,0.0458,meter_slowdown,62.71,278.68,Run accuracy test and compare against calibrated reference meter.,1235,PEER_DEVIATION_LOW_USAGE
ALT-003218,BSCM-000324,Jayanagar,2023-11-07 09:00:00,Overcurrent,Medium,0.5746,Investigating,0.0,INS-0017,,,TheftDetect-v2.1,0.5431,0.5681,False,0.3466,1,power_factor,communication_ok,load_factor_day,0.1469,0.1055,0.0506,meter_slowdown,46.16,173.55,Run accuracy test and compare against calibrated reference meter.,920,PEER_DEVIATION_LOW_USAGE
ALT-003219,BSCM-000200,BTM Layout,2024-03-29 05:00:00,PF Degradation,Medium,0.8785,Investigating,0.0,INS-0003,,,TheftDetect-v3.0,0.8344,1.0,True,0.8798,4,voltage_v,z_score_vs_peer,night_ratio,0.1934,0.1365,0.105,meter_slowdown,75.64,230.17,Run accuracy test and compare against calibrated reference meter.,1050,PEER_DEVIATION_LOW_USAGE
ALT-003220,BSCM-000110,Hebbal,2023-07-09 22:00:00,Phase Imbalance,Medium,0.6798,Open,0.0,,,,TheftDetect-v2.1,0.7231,0.7486,True,0.6643,4,communication_ok,load_factor_day,pct_change_1d,0.1114,0.0862,0.0701,phase_cut,57.6,108.15,Dispatch three-phase inspection and validate phase current balance.,1247,PHASE_CURRENT_MISMATCH
ALT-003221,BSCM-000188,Rajajinagar,2023-01-20 07:00:00,Phase Imbalance,Medium,0.7287,Open,0.0,,,,Ensemble-v1,0.6657,0.7742,True,0.7615,4,z_score_vs_peer,night_ratio,power_factor,0.1905,0.1427,0.0928,phase_cut,60.26,209.63,Dispatch three-phase inspection and validate phase current balance.,286,PHASE_CURRENT_MISMATCH
ALT-003222,BSCM-000329,Jayanagar,2024-11-14 17:00:00,Overcurrent,Medium,0.849,Open,0.0,,,,TheftDetect-v3.0,0.8944,0.9359,True,0.7578,4,load_factor_day,pct_change_1d,voltage_v,0.1701,0.156,0.0663,meter_slowdown,66.07,101.93,Run accuracy test and compare against calibrated reference meter.,830,PEER_DEVIATION_LOW_USAGE
ALT-003223,BSCM-000061,Indiranagar,2023-10-11 11:00:00,Communication Loss,High,0.5506,Open,0.0,,,,Ensemble-v1,0.6328,0.5773,False,0.3737,1,night_ratio,power_factor,communication_ok,0.1098,0.0833,0.0715,meter_slowdown,46.49,267.91,Run accuracy test and compare against calibrated reference meter.,1053,PEER_DEVIATION_LOW_USAGE
ALT-003224,BSCM-000369,BTM Layout,2023-10-07 11:00:00,Communication Loss,Medium,0.6175,Resolved,0.0,INS-0020,2023-10-09T06:00:00,Phase cut,Ensemble-v1,0.6592,0.4181,False,0.605,1,pct_change_1d,voltage_v,z_score_vs_peer,0.1937,0.1043,0.0583,meter_slowdown,51.25,63.01,Run accuracy test and compare against calibrated reference meter.,1153,PEER_DEVIATION_LOW_USAGE
ALT-003225,BSCM-000350,BTM Layout,2023-12-26 20:00:00,Meter Tamper,Medium,0.808,Resolved,0.0,INS-0017,2023-12-30T07:00:00,Meter bypass,Ensemble-v1,0.825,0.7681,True,0.826,4,power_factor,communication_ok,load_factor_day,0.1602,0.1541,0.0778,tamper,10.13,209.19,"Inspect meter seals, terminal cover, and tamper event register.",1019,METER_TAMPER_EVENT
ALT-003226,BSCM-000499,Electronic City,2024-01-10 20:00:00,Energy Theft,Medium,0.7432,Open,390.26,,,,TheftDetect-v3.0,0.6839,0.839,True,0.7465,4,voltage_v,z_score_vs_peer,night_ratio,0.1821,0.1358,0.0966,bypass,67.88,3122.08,Dispatch inspector to verify bypass wiring and photograph service entry.,458,THEFT_BYPASS_SIGNATURE
ALT-003227,BSCM-000284,Hebbal,2024-04-07 19:00:00,Energy Theft,Low,0.7323,Investigating,178.94,INS-0003,,,TheftDetect-v3.0,0.6815,0.6677,True,0.6261,3,communication_ok,load_factor_day,pct_change_1d,0.1752,0.0879,0.098,bypass,56.46,1431.52,Dispatch inspector to verify bypass wiring and photograph service entry.,1115,THEFT_BYPASS_SIGNATURE
ALT-003228,BSCM-000056,Rajajinagar,2024-09-04 12:00:00,Overcurrent,Low,0.7663,Resolved,0.0,INS-0009,2024-09-05T05:00:00,Phase cut,TheftDetect-v3.0,0.8413,0.7484,True,0.7074,4,z_score_vs_peer,night_ratio,power_factor,0.1783,0.1275,0.0998,meter_slowdown,66.66,173.94,Run accuracy test and compare against calibrated reference meter.,1047,PEER_DEVIATION_LOW_USAGE
ALT-003229,BSCM-000160,Marathahalli,2024-08-05 18:00:00,Meter Tamper,Low,0.6837,Investigating,0.0,INS-0019,,,Ensemble-v1,0.7305,0.6001,True,0.5938,2,load_factor_day,pct_change_1d,voltage_v,0.1575,0.106,0.1058,tamper,8.32,91.04,"Inspect meter seals, terminal cover, and tamper event register.",711,METER_TAMPER_EVENT
ALT-003230,BSCM-000271,Rajajinagar,2023-02-02 09:00:00,Reverse Energy,Low,0.7777,Investigating,0.0,INS-0017,,,TheftDetect-v3.0,0.7754,0.9204,True,0.6537,4,night_ratio,power_factor,communication_ok,0.1805,0.1467,0.1045,meter_slowdown,60.8,256.49,Run accuracy test and compare against calibrated reference meter.,106,PEER_DEVIATION_LOW_USAGE
ALT-003231,BSCM-000060,Koramangala,2024-06-12 06:00:00,PF Degradation,Medium,0.7275,Investigating,0.0,INS-0009,,,TheftDetect-v3.0,0.7024,0.862,True,0.7353,4,pct_change_1d,voltage_v,z_score_vs_peer,0.1668,0.137,0.0681,meter_slowdown,65.1,371.5,Run accuracy test and compare against calibrated reference meter.,1378,PEER_DEVIATION_LOW_USAGE
ALT-003232,BSCM-000499,Electronic City,2023-06-12 11:00:00,Reverse Energy,Critical,0.7608,Open,0.0,,,,TheftDetect-v3.0,0.6393,0.6901,True,0.6129,2,power_factor,communication_ok,load_factor_day,0.1661,0.1481,0.0858,meter_slowdown,59.97,385.77,Run accuracy test and compare against calibrated reference meter.,246,PEER_DEVIATION_LOW_USAGE
ALT-003233,BSCM-000186,Rajajinagar,2024-08-07 02:00:00,Voltage Sag,High,0.7328,Resolved,0.0,INS-0013,2024-08-11T07:00:00,Phase cut,TheftDetect-v2.1,0.6685,0.7446,True,0.6103,3,voltage_v,z_score_vs_peer,night_ratio,0.199,0.0949,0.0752,meter_slowdown,62.06,144.61,Run accuracy test and compare against calibrated reference meter.,788,PEER_DEVIATION_LOW_USAGE
ALT-003234,BSCM-000020,Whitefield,2024-08-25 15:00:00,Voltage Sag,Medium,0.9547,Investigating,0.0,INS-0008,,,Ensemble-v1,1.0,0.9003,True,0.7842,4,communication_ok,load_factor_day,pct_change_1d,0.1772,0.1371,0.1355,meter_slowdown,80.05,399.29,Run accuracy test and compare against calibrated reference meter.,1458,PEER_DEVIATION_LOW_USAGE
ALT-003235,BSCM-000360,Rajajinagar,2023-09-30 08:00:00,Reverse Energy,Medium,0.6214,Open,0.0,,,,Ensemble-v1,0.5446,0.6706,False,0.4739,1,z_score_vs_peer,night_ratio,power_factor,0.1622,0.1217,0.0849,meter_slowdown,55.71,58.56,Run accuracy test and compare against calibrated reference meter.,521,PEER_DEVIATION_LOW_USAGE
ALT-003236,BSCM-000128,Jayanagar,2023-06-10 23:00:00,Energy Theft,Low,0.6328,Open,324.99,,,,Ensemble-v1,0.6442,0.6736,True,0.5981,2,load_factor_day,pct_change_1d,voltage_v,0.1598,0.0894,0.0668,bypass,62.01,2599.92,Dispatch inspector to verify bypass wiring and photograph service entry.,446,THEFT_BYPASS_SIGNATURE
ALT-003237,BSCM-000223,Jayanagar,2023-06-26 04:00:00,PF Degradation,Low,0.861,Resolved,0.0,INS-0016,2023-06-29T01:00:00,Line fault,TheftDetect-v3.0,0.9214,0.9259,True,0.8632,4,night_ratio,power_factor,communication_ok,0.2069,0.1073,0.1079,meter_slowdown,75.48,271.0,Run accuracy test and compare against calibrated reference meter.,1241,PEER_DEVIATION_LOW_USAGE
ALT-003238,BSCM-000058,Whitefield,2024-10-05 07:00:00,Energy Theft,Low,0.9739,False Positive,48.25,INS-0014,,,TheftDetect-v3.0,0.8986,1.0,True,0.8649,4,pct_change_1d,voltage_v,z_score_vs_peer,0.2422,0.1665,0.0886,bypass,83.24,386.0,Dispatch inspector to verify bypass wiring and photograph service entry.,860,THEFT_BYPASS_SIGNATURE
ALT-003239,BSCM-000282,Hebbal,2023-03-06 20:00:00,Voltage Sag,Low,0.9604,Resolved,0.0,INS-0011,2023-03-07T04:00:00,External surge,TheftDetect-v2.1,0.9715,1.0,True,0.7609,4,power_factor,communication_ok,load_factor_day,0.209,0.1427,0.1094,meter_slowdown,76.85,437.16,Run accuracy test and compare against calibrated reference meter.,432,PEER_DEVIATION_LOW_USAGE
ALT-003240,BSCM-000448,Whitefield,2023-05-23 04:00:00,Energy Theft,Medium,0.8462,Investigating,68.89,INS-0001,,,TheftDetect-v3.0,0.9025,0.764,True,0.8281,4,voltage_v,z_score_vs_peer,night_ratio,0.1394,0.1712,0.079,bypass,64.34,551.12,Dispatch inspector to verify bypass wiring and photograph service entry.,259,THEFT_BYPASS_SIGNATURE
ALT-003241,BSCM-000409,Jayanagar,2024-07-13 15:00:00,Energy Theft,High,0.7611,Open,101.94,,,,TheftDetect-v2.1,0.7618,0.6243,True,0.8149,3,communication_ok,load_factor_day,pct_change_1d,0.1656,0.1277,0.0584,bypass,67.82,815.52,Dispatch inspector to verify bypass wiring and photograph service entry.,1208,THEFT_BYPASS_SIGNATURE
ALT-003242,BSCM-000475,Jayanagar,2024-04-11 22:00:00,Phase Imbalance,Low,0.9356,Resolved,0.0,INS-0019,2024-04-12T19:00:00,Meter bypass,TheftDetect-v3.0,1.0,0.9042,True,0.8,4,z_score_vs_peer,night_ratio,power_factor,0.1811,0.1529,0.1147,phase_cut,83.49,177.27,Dispatch three-phase inspection and validate phase current balance.,744,PHASE_CURRENT_MISMATCH
ALT-003243,BSCM-000413,Hebbal,2024-07-25 15:00:00,PF Degradation,Low,0.8625,Open,0.0,,,,TheftDetect-v2.1,0.7624,0.7371,True,0.7496,4,load_factor_day,pct_change_1d,voltage_v,0.1715,0.1306,0.1085,meter_slowdown,70.65,247.18,Run accuracy test and compare against calibrated reference meter.,1653,PEER_DEVIATION_LOW_USAGE
ALT-003244,BSCM-000138,Yelahanka,2024-12-03 14:00:00,Reverse Energy,Low,0.6679,Investigating,0.0,INS-0014,,,Ensemble-v1,0.7314,0.5485,False,0.6538,2,night_ratio,power_factor,communication_ok,0.1159,0.1387,0.0803,meter_slowdown,64.56,230.19,Run accuracy test and compare against calibrated reference meter.,1410,PEER_DEVIATION_LOW_USAGE
ALT-003245,BSCM-000089,Rajajinagar,2023-01-23 03:00:00,Voltage Sag,Critical,0.985,Resolved,0.0,INS-0016,2023-01-23T07:00:00,Rodent damage,Ensemble-v1,0.9746,0.9049,True,1.0,4,pct_change_1d,voltage_v,z_score_vs_peer,0.2048,0.1648,0.1056,meter_slowdown,75.79,502.82,Run accuracy test and compare against calibrated reference meter.,264,PEER_DEVIATION_LOW_USAGE
ALT-003246,BSCM-000465,Jayanagar,2024-12-20 10:00:00,PF Degradation,Critical,0.7384,Investigating,0.0,INS-0005,,,Ensemble-v1,0.7847,0.6646,True,0.6413,3,power_factor,communication_ok,load_factor_day,0.1475,0.11,0.0622,meter_slowdown,60.54,368.6,Run accuracy test and compare against calibrated reference meter.,1356,PEER_DEVIATION_LOW_USAGE
ALT-003247,BSCM-000469,Koramangala,2024-04-28 14:00:00,Voltage Sag,Low,0.9059,Investigating,0.0,INS-0020,,,Ensemble-v1,0.9324,0.8295,True,0.7267,4,voltage_v,z_score_vs_peer,night_ratio,0.1399,0.1291,0.0822,meter_slowdown,70.63,343.76,Run accuracy test and compare against calibrated reference meter.,647,PEER_DEVIATION_LOW_USAGE
ALT-003248,BSCM-000289,Jayanagar,2023-09-20 13:00:00,Communication Loss,Medium,0.9869,Resolved,0.0,INS-0001,2023-09-23T16:00:00,Rodent damage,Ensemble-v1,0.9429,1.0,True,0.9331,4,communication_ok,load_factor_day,pct_change_1d,0.2346,0.1564,0.094,meter_slowdown,80.26,198.34,Run accuracy test and compare against calibrated reference meter.,1106,PEER_DEVIATION_LOW_USAGE
ALT-003249,BSCM-000373,Indiranagar,2024-04-15 07:00:00,PF Degradation,Low,0.8309,Resolved,0.0,INS-0008,2024-04-17T23:00:00,Rodent damage,TheftDetect-v2.1,0.8446,0.7904,True,0.8122,4,z_score_vs_peer,night_ratio,power_factor,0.2383,0.1134,0.0879,meter_slowdown,73.52,372.36,Run accuracy test and compare against calibrated reference meter.,695,PEER_DEVIATION_LOW_USAGE
ALT-003250,BSCM-000469,Koramangala,2024-11-14 09:00:00,Voltage Sag,Critical,0.7117,Open,0.0,,,,TheftDetect-v2.1,0.6002,0.6973,False,0.6554,2,load_factor_day,pct_change_1d,voltage_v,0.1717,0.1344,0.0944,meter_slowdown,59.25,124.72,Run accuracy test and compare against calibrated reference meter.,847,PEER_DEVIATION_LOW_USAGE
ALT-003251,BSCM-000240,Koramangala,2023-03-05 14:00:00,Energy Theft,Low,0.98,Resolved,417.15,INS-0020,2023-03-08T19:00:00,,TheftDetect-v3.0,1.0,1.0,True,0.8439,4,night_ratio,power_factor,communication_ok,0.2105,0.1206,0.1237,bypass,85.38,3337.2,Dispatch inspector to verify bypass wiring and photograph service entry.,780,THEFT_BYPASS_SIGNATURE
ALT-003252,BSCM-000295,Hebbal,2024-07-30 13:00:00,Energy Theft,Medium,0.6394,Open,182.98,,,,Ensemble-v1,0.6573,0.5781,True,0.6631,3,pct_change_1d,voltage_v,z_score_vs_peer,0.1393,0.0995,0.0456,bypass,56.84,1463.84,Dispatch inspector to verify bypass wiring and photograph service entry.,1008,THEFT_BYPASS_SIGNATURE
ALT-003253,BSCM-000256,Electronic City,2023-11-06 04:00:00,Communication Loss,Medium,0.9428,Resolved,0.0,INS-0019,2023-11-07T12:00:00,External surge,TheftDetect-v3.0,0.9811,0.9216,True,0.8883,4,power_factor,communication_ok,load_factor_day,0.1969,0.1631,0.0933,meter_slowdown,77.05,327.9,Run accuracy test and compare against calibrated reference meter.,746,PEER_DEVIATION_LOW_USAGE
ALT-003254,BSCM-000246,BTM Layout,2023-02-28 07:00:00,Meter Tamper,Medium,0.5674,Resolved,0.0,INS-0012,2023-03-05T00:00:00,Line fault,Ensemble-v1,0.6309,0.5967,True,0.4785,1,voltage_v,z_score_vs_peer,night_ratio,0.1271,0.0976,0.0516,tamper,2.54,68.97,"Inspect meter seals, terminal cover, and tamper event register.",881,METER_TAMPER_EVENT
ALT-003255,BSCM-000257,Hebbal,2024-10-29 22:00:00,Reverse Energy,Low,0.9033,False Positive,0.0,INS-0008,,,TheftDetect-v2.1,0.9254,0.748,True,0.8212,4,communication_ok,load_factor_day,pct_change_1d,0.1978,0.1302,0.0614,meter_slowdown,69.55,245.31,Run accuracy test and compare against calibrated reference meter.,1413,PEER_DEVIATION_LOW_USAGE
ALT-003256,BSCM-000306,Koramangala,2023-08-22 16:00:00,Voltage Sag,Low,0.6043,False Positive,0.0,INS-0006,,,TheftDetect-v3.0,0.6132,0.4135,False,0.469,1,z_score_vs_peer,night_ratio,power_factor,0.1119,0.1099,0.075,meter_slowdown,57.36,228.68,Run accuracy test and compare against calibrated reference meter.,437,PEER_DEVIATION_LOW_USAGE
ALT-003257,BSCM-000355,Indiranagar,2023-09-30 04:00:00,Voltage Sag,Low,0.6676,Open,0.0,,,,TheftDetect-v2.1,0.6147,0.6953,False,0.6655,2,load_factor_day,pct_change_1d,voltage_v,0.1889,0.0891,0.0697,meter_slowdown,54.89,269.78,Run accuracy test and compare against calibrated reference meter.,1251,PEER_DEVIATION_LOW_USAGE
ALT-003258,BSCM-000066,Electronic City,2024-05-21 15:00:00,Voltage Sag,High,0.6182,False Positive,0.0,INS-0014,,,TheftDetect-v3.0,0.5755,0.6576,False,0.5571,1,night_ratio,power_factor,communication_ok,0.0988,0.0985,0.0663,meter_slowdown,51.92,277.71,Run accuracy test and compare against calibrated reference meter.,1326,PEER_DEVIATION_LOW_USAGE
ALT-003259,BSCM-000308,Indiranagar,2024-02-11 00:00:00,Voltage Sag,Low,0.7157,Investigating,0.0,INS-0015,,,TheftDetect-v3.0,0.7869,0.8808,False,0.6278,2,pct_change_1d,voltage_v,z_score_vs_peer,0.1754,0.1275,0.0989,meter_slowdown,62.89,256.84,Run accuracy test and compare against calibrated reference meter.,1433,PEER_DEVIATION_LOW_USAGE
ALT-003260,BSCM-000343,Marathahalli,2024-11-02 10:00:00,Phase Imbalance,Critical,0.7751,Open,0.0,,,,TheftDetect-v3.0,0.8613,0.7877,True,0.7065,4,power_factor,communication_ok,load_factor_day,0.168,0.1333,0.0866,phase_cut,70.98,153.56,Dispatch three-phase inspection and validate phase current balance.,1405,PHASE_CURRENT_MISMATCH
ALT-003261,BSCM-000275,Whitefield,2023-06-04 04:00:00,Reverse Energy,Low,0.8025,Investigating,0.0,INS-0001,,,Ensemble-v1,0.7882,0.8681,True,0.7349,4,voltage_v,z_score_vs_peer,night_ratio,0.2241,0.1149,0.0818,meter_slowdown,68.69,399.6,Run accuracy test and compare against calibrated reference meter.,1195,PEER_DEVIATION_LOW_USAGE
ALT-003262,BSCM-000363,Jayanagar,2024-01-16 23:00:00,Energy Theft,Medium,0.7371,Open,186.25,,,,TheftDetect-v3.0,0.7399,0.7215,True,0.7392,4,communication_ok,load_factor_day,pct_change_1d,0.1707,0.1419,0.0897,bypass,65.03,1490.0,Dispatch inspector to verify bypass wiring and photograph service entry.,899,THEFT_BYPASS_SIGNATURE
ALT-003263,BSCM-000105,Rajajinagar,2023-11-08 23:00:00,Voltage Sag,Medium,0.9734,Resolved,0.0,INS-0019,2023-11-11T20:00:00,Line fault,Ensemble-v1,0.9191,0.9972,True,0.9188,4,z_score_vs_peer,night_ratio,power_factor,0.2052,0.1575,0.123,meter_slowdown,83.23,151.1,Run accuracy test and compare against calibrated reference meter.,779,PEER_DEVIATION_LOW_USAGE
ALT-003264,BSCM-000410,Indiranagar,2023-04-17 10:00:00,Phase Imbalance,Low,0.7301,Investigating,0.0,INS-0011,,,TheftDetect-v2.1,0.8005,0.8635,True,0.6596,4,load_factor_day,pct_change_1d,voltage_v,0.1544,0.1317,0.0848,phase_cut,59.48,342.02,Dispatch three-phase inspection and validate phase current balance.,1126,PHASE_CURRENT_MISMATCH
ALT-003265,BSCM-000410,Indiranagar,2024-08-07 19:00:00,PF Degradation,Medium,0.6433,Resolved,0.0,INS-0010,2024-08-08T06:00:00,External surge,TheftDetect-v2.1,0.6832,0.4734,False,0.6503,2,night_ratio,power_factor,communication_ok,0.1425,0.1335,0.0811,meter_slowdown,60.79,345.54,Run accuracy test and compare against calibrated reference meter.,1604,PEER_DEVIATION_LOW_USAGE
ALT-003266,BSCM-000040,Hebbal,2023-05-12 04:00:00,Phase Imbalance,Low,0.56,Investigating,0.0,INS-0009,,,TheftDetect-v3.0,0.6765,0.5931,True,0.5541,2,pct_change_1d,voltage_v,z_score_vs_peer,0.0946,0.112,0.0594,phase_cut,49.63,212.52,Dispatch three-phase inspection and validate phase current balance.,499,PHASE_CURRENT_MISMATCH
ALT-003267,BSCM-000129,Hebbal,2023-11-20 10:00:00,Overcurrent,Medium,0.6462,Open,0.0,,,,Ensemble-v1,0.5935,0.817,False,0.5694,1,power_factor,communication_ok,load_factor_day,0.123,0.1258,0.0699,meter_slowdown,52.52,137.28,Run accuracy test and compare against calibrated reference meter.,446,PEER_DEVIATION_LOW_USAGE
ALT-003268,BSCM-000274,Yelahanka,2024-07-26 06:00:00,Reverse Energy,High,0.7016,Open,0.0,,,,TheftDetect-v2.1,0.6789,0.7242,False,0.6376,2,voltage_v,z_score_vs_peer,night_ratio,0.1097,0.1161,0.0789,meter_slowdown,58.66,256.15,Run accuracy test and compare against calibrated reference meter.,1015,PEER_DEVIATION_LOW_USAGE
ALT-003269,BSCM-000046,Hebbal,2023-09-23 20:00:00,Energy Theft,High,0.9246,Resolved,312.11,INS-0012,2023-09-26T19:00:00,External surge,Ensemble-v1,0.9385,1.0,True,0.8255,4,communication_ok,load_factor_day,pct_change_1d,0.1803,0.1638,0.0904,bypass,72.92,2496.88,Dispatch inspector to verify bypass wiring and photograph service entry.,848,THEFT_BYPASS_SIGNATURE
ALT-003270,BSCM-000445,Hebbal,2023-06-20 20:00:00,Reverse Energy,Medium,0.7949,Resolved,0.0,INS-0019,2023-06-24T03:00:00,Line fault,Ensemble-v1,0.8337,0.7446,True,0.761,4,z_score_vs_peer,night_ratio,power_factor,0.1772,0.1315,0.0789,meter_slowdown,63.62,316.13,Run accuracy test and compare against calibrated reference meter.,385,PEER_DEVIATION_LOW_USAGE
ALT-003271,BSCM-000192,Koramangala,2024-06-27 16:00:00,Meter Tamper,High,0.6513,Resolved,0.0,INS-0011,2024-07-01T13:00:00,Rodent damage,TheftDetect-v2.1,0.6384,0.6487,True,0.5779,1,load_factor_day,pct_change_1d,voltage_v,0.1508,0.08,0.0923,tamper,13.19,218.87,"Inspect meter seals, terminal cover, and tamper event register.",1575,METER_TAMPER_EVENT
