audit_id,meter_id,zone,action_timestamp,action_type,inspector_id,outcome,remarks,fine_inr,follow_up_date,related_alert_id
AUD-0004136,BSCM-000020,Whitefield,2023-10-12 07:00:00,Reading Correction,INS-0010,Fail,Normal reading verified,0.0,,
AUD-0004137,BSCM-000393,Jayanagar,2023-06-02 18:00:00,Reading Correction,INS-0006,Pending,Seal broken — theft suspected,0.0,2023-06-22,
AUD-0004138,BSCM-000246,BTM Layout,2024-11-15 01:00:00,Reading Correction,INS-0013,Escalated,Meter dead — replaced,0.0,2024-12-15,
AUD-0004139,BSCM-000293,Indiranagar,2024-11-15 14:00:00,Tariff Update,INS-0016,Fail,Bypass wire found,0.0,,
AUD-0004140,BSCM-000437,Electronic City,2024-10-28 14:00:00,Tariff Update,INS-0020,Pass,Consumer cooperative,0.0,,
AUD-0004141,BSCM-000153,Indiranagar,2023-05-03 12:00:00,Physical Audit,INS-0012,Pass,Bypass wire found,0.0,,
AUD-0004142,BSCM-000150,BTM Layout,2024-03-03 17:00:00,Tariff Update,INS-0018,Fail,Normal reading verified,0.0,,
AUD-0004143,BSCM-000075,Marathahalli,2023-05-18 08:00:00,Reading Correction,INS-0011,Fail,Meter seal intact,0.0,,
AUD-0004144,BSCM-000145,Yelahanka,2023-10-09 22:00:00,Field Inspection,INS-0012,Pending,Seal broken — theft suspected,0.0,2023-11-12,ALT-003239
AUD-0004145,BSCM-000021,Electronic City,2023-06-29 04:00:00,Reconnection,INS-0013,Fail,,0.0,,
AUD-0004146,BSCM-000178,Marathahalli,2023-02-06 12:00:00,Physical Audit,INS-0017,Escalated,Bypass wire found,0.0,2023-03-18,
AUD-0004147,BSCM-000040,Hebbal,2024-01-25 13:00:00,Physical Audit,INS-0013,Pass,Meter dead — replaced,0.0,,
AUD-0004148,BSCM-000205,BTM Layout,2023-08-02 05:00:00,Physical Audit,INS-0013,Pass,Meter dead — replaced,0.0,,
AUD-0004149,BSCM-000367,Hebbal,2024-01-12 06:00:00,Tariff Update,INS-0015,Pass,Meter dead — replaced,0.0,,
AUD-0004150,BSCM-000103,BTM Layout,2024-10-17 00:00:00,Reading Correction,INS-0006,Pass,Meter dead — replaced,0.0,,
AUD-0004151,BSCM-000243,Jayanagar,2024-06-28 19:00:00,Reconnection,INS-0006,Fail,Seal broken — theft suspected,0.0,,
AUD-0004152,BSCM-000383,Rajajinagar,2024-12-02 17:00:00,Reading Correction,INS-0018,Pass,Normal reading verified,0.0,,
AUD-0004153,BSCM-000417,Yelahanka,2023-07-12 01:00:00,Disconnection Order,INS-0019,Escalated,Consumer cooperative,0.0,2023-08-23,
AUD-0004154,BSCM-000012,Yelahanka,2024-07-24 00:00:00,Physical Audit,INS-0008,Pass,Bypass wire found,0.0,,
AUD-0004155,BSCM-000285,Indiranagar,2023-05-01 04:00:00,Notice Issued,INS-0004,Pass,Consumer cooperative,0.0,,
AUD-0004156,BSCM-000334,Rajajinagar,2023-12-16 21:00:00,FIR Filed,INS-0018,Pass,No access to premises,0.0,,ALT-002813
AUD-0004157,BSCM-000385,Indiranagar,2023-06-01 04:00:00,Field Inspection,INS-0002,Pending,,0.0,2023-07-14,ALT-001295
AUD-0004158,BSCM-000431,Jayanagar,2024-02-16 07:00:00,Physical Audit,INS-0020,Pending,Bypass wire found,0.0,2024-03-30,
AUD-0004159,BSCM-000201,Yelahanka,2023-10-28 01:00:00,Notice Issued,INS-0001,Pending,,0.0,2023-12-19,
AUD-0004160,BSCM-000006,Rajajinagar,2024-04-02 08:00:00,Disconnection Order,INS-0012,Pending,Meter dead — replaced,0.0,2024-05-05,
AUD-0004161,BSCM-000166,Marathahalli,2023-01-02 11:00:00,Reconnection,INS-0006,Pass,No access to premises,0.0,,
AUD-0004162,BSCM-000421,Jayanagar,2024-06-11 02:00:00,Notice Issued,INS-0005,Fail,Consumer cooperative,25553.39,,
AUD-0004163,BSCM-000020,Whitefield,2024-02-12 23:00:00,Tariff Update,INS-0012,Pass,Seal broken — theft suspected,0.0,,
AUD-0004164,BSCM-000063,BTM Layout,2024-06-15 21:00:00,Reconnection,INS-0018,Pending,,0.0,2024-07-09,
AUD-0004165,BSCM-000153,Indiranagar,2023-10-17 20:00:00,Seal Verification,INS-0001,Fail,Meter seal intact,0.0,,
AUD-0004166,BSCM-000293,Indiranagar,2023-12-31 04:00:00,Tariff Update,INS-0013,Fail,,0.0,,
AUD-0004167,BSCM-000188,Rajajinagar,2023-05-13 00:00:00,FIR Filed,INS-0017,Pass,Consumer cooperative,0.0,,ALT-001063
AUD-0004168,BSCM-000181,Marathahalli,2023-01-01 20:00:00,Reconnection,INS-0006,Pass,Meter seal intact,0.0,,
AUD-0004169,BSCM-000180,Whitefield,2024-02-18 06:00:00,Tariff Update,INS-0004,Pass,Meter dead — replaced,0.0,,
AUD-0004170,BSCM-000330,Marathahalli,2023-02-12 16:00:00,Field Inspection,INS-0018,Pending,,0.0,2023-02-28,ALT-001935
AUD-0004171,BSCM-000100,BTM Layout,2023-04-03 07:00:00,Reconnection,INS-0002,Pass,Bypass wire found,0.0,,
AUD-0004172,BSCM-000443,BTM Layout,2024-08-30 14:00:00,Reconnection,INS-0004,Pass,Consumer cooperative,0.0,,
AUD-0004173,BSCM-000354,Rajajinagar,2023-05-13 06:00:00,Notice Issued,INS-0006,Escalated,Normal reading verified,0.0,2023-07-08,
AUD-0004174,BSCM-000308,Indiranagar,2024-01-06 14:00:00,Reconnection,INS-0013,Pass,Bypass wire found,0.0,,
AUD-0004175,BSCM-000025,Hebbal,2024-01-26 03:00:00,Tariff Update,INS-0007,Pass,Meter dead — replaced,0.0,,
AUD-0004176,BSCM-000027,Yelahanka,2024-12-09 23:00:00,Tariff Update,INS-0018,Escalated,Bypass wire found,0.0,2025-01-22,
AUD-0004177,BSCM-000330,Marathahalli,2024-08-18 21:00:00,Tariff Update,INS-0020,Pass,Normal reading verified,0.0,,
AUD-0004178,BSCM-000181,Marathahalli,2023-10-11 12:00:00,Field Inspection,INS-0015,Pass,Normal reading verified,0.0,,ALT-002738
AUD-0004179,BSCM-000080,Marathahalli,2023-06-05 02:00:00,Seal Verification,INS-0018,Escalated,Meter seal intact,0.0,2023-08-03,
AUD-0004180,BSCM-000424,BTM Layout,2023-03-23 01:00:00,Seal Verification,INS-0005,Pass,Seal broken — theft suspected,0.0,,
AUD-0004181,BSCM-000107,Hebbal,2024-12-03 09:00:00,Reconnection,INS-0003,Fail,Seal broken — theft suspected,0.0,,
AUD-0004182,BSCM-000365,Rajajinagar,2024-06-14 15:00:00,Seal Verification,INS-0016,Pending,Meter dead — replaced,0.0,2024-08-03,
AUD-0004183,BSCM-000102,Whitefield,2023-08-20 18:00:00,Seal Verification,INS-0001,Pass,Consumer cooperative,0.0,,
AUD-0004184,BSCM-000167,Jayanagar,2024-12-03 06:00:00,Seal Verification,INS-0009,Fail,,0.0,,
AUD-0004185,BSCM-000052,Hebbal,2024-03-30 13:00:00,Tariff Update,INS-0002,Pass,Normal reading verified,0.0,,
AUD-0004186,BSCM-000252,Rajajinagar,2024-05-17 08:00:00,Disconnection Order,INS-0016,Pass,Bypass wire found,0.0,,
AUD-0004187,BSCM-000456,Whitefield,2024-08-12 01:00:00,Physical Audit,INS-0014,Pass,No access to premises,0.0,,
AUD-0004188,BSCM-000097,Whitefield,2024-01-26 11:00:00,Notice Issued,INS-0020,Fail,Meter dead — replaced,39528.72,,
AUD-0004189,BSCM-000054,Whitefield,2023-04-30 16:00:00,Physical Audit,INS-0009,Pass,Consumer cooperative,0.0,,
AUD-0004190,BSCM-000392,Electronic City,2024-12-28 10:00:00,Physical Audit,INS-0017,Escalated,Meter dead — replaced,0.0,2025-01-07,
AUD-0004191,BSCM-000286,Yelahanka,2023-12-21 18:00:00,Field Inspection,INS-0013,Pass,Seal broken — theft suspected,0.0,,ALT-000402
AUD-0004192,BSCM-000191,Yelahanka,2023-07-21 23:00:00,Seal Verification,INS-0020,Fail,Consumer cooperative,0.0,,
AUD-0004193,BSCM-000482,BTM Layout,2024-03-22 13:00:00,Disconnection Order,INS-0007,Pass,Normal reading verified,0.0,,
AUD-0004194,BSCM-000050,Jayanagar,2024-10-14 22:00:00,Reading Correction,INS-0017,Fail,Normal reading verified,0.0,,
AUD-0004195,BSCM-000123,Jayanagar,2023-11-17 09:00:00,Physical Audit,INS-0003,Pass,No access to premises,0.0,,
AUD-0004196,BSCM-000494,Marathahalli,2024-03-26 17:00:00,Field Inspection,INS-0016,Pass,No access to premises,0.0,,ALT-002604
AUD-0004197,BSCM-000315,Whitefield,2023-11-16 21:00:00,Reading Correction,INS-0012,Pass,No access to premises,0.0,,
AUD-0004198,BSCM-000171,Electronic City,2023-07-15 20:00:00,Disconnection Order,INS-0013,Escalated,,0.0,2023-08-30,
AUD-0004199,BSCM-000383,Rajajinagar,2023-06-01 14:00:00,Field Inspection,INS-0019,Fail,Bypass wire found,0.0,,ALT-001874
AUD-0004200,BSCM-000049,BTM Layout,2023-12-14 00:00:00,Reconnection,INS-0007,Pending,No access to premises,0.0,2024-01-05,
AUD-0004201,BSCM-000026,BTM Layout,2024-07-27 18:00:00,Notice Issued,INS-0014,Pending,Meter dead — replaced,0.0,2024-08-27,
AUD-0004202,BSCM-000479,Marathahalli,2023-02-13 16:00:00,Physical Audit,INS-0018,Pass,Meter seal intact,0.0,,
AUD-0004203,BSCM-000064,BTM Layout,2024-10-18 17:00:00,Reconnection,INS-0010,Fail,No access to premises,0.0,,
AUD-0004204,BSCM-000051,Whitefield,2024-07-07 06:00:00,Reconnection,INS-0001,Pass,Meter seal intact,0.0,,
AUD-0004205,BSCM-000073,Yelahanka,2023-02-24 19:00:00,Notice Issued,INS-0007,Pending,Normal reading verified,0.0,2023-03-06,
AUD-0004206,BSCM-000045,Hebbal,2024-11-12 16:00:00,Disconnection Order,INS-0006,Pending,Seal broken — theft suspected,0.0,2024-12-31,
AUD-0004207,BSCM-000291,Indiranagar,2023-06-21 17:00:00,Meter Replacement,INS-0013,Fail,,0.0,,
AUD-0004208,BSCM-000227,Rajajinagar,2023-03-18 19:00:00,Field Inspection,INS-0014,Pass,No access to premises,0.0,,ALT-001827
AUD-0004209,BSCM-000081,Electronic City,2023-01-20 13:00:00,FIR Filed,INS-0010,Pending,Seal broken — theft suspected,0.0,2023-02-17,ALT-002188
AUD-0004210,BSCM-000286,Yelahanka,2024-03-20 10:00:00,Notice Issued,INS-0013,Pass,No access to premises,0.0,,
AUD-0004211,BSCM-000491,Indiranagar,2023-04-30 01:00:00,FIR Filed,INS-0004,Fail,Meter dead — replaced,6758.52,,ALT-000966
AUD-0004212,BSCM-000390,BTM Layout,2023-02-18 23:00:00,FIR Filed,INS-0019,Pass,Normal reading verified,0.0,,ALT-002497
AUD-0004213,BSCM-000192,Koramangala,2023-03-24 12:00:00,FIR Filed,INS-0003,Pass,,0.0,,ALT-001379
AUD-0004214,BSCM-000018,Marathahalli,2023-12-27 17:00:00,Disconnection Order,INS-0018,Escalated,Seal broken — theft suspected,0.0,2024-02-14,
AUD-0004215,BSCM-000434,Yelahanka,2023-04-09 22:00:00,Disconnection Order,INS-0009,Pass,,0.0,,
AUD-0004216,BSCM-000037,Electronic City,2024-05-03 23:00:00,Reading Correction,INS-0016,Fail,Meter dead — replaced,0.0,,
AUD-0004217,BSCM-000157,Indiranagar,2023-03-28 13:00:00,Meter Replacement,INS-0018,Pass,Seal broken — theft suspected,0.0,,
AUD-0004218,BSCM-000224,Jayanagar,2023-05-05 02:00:00,Tariff Update,INS-0003,Fail,Normal reading verified,0.0,,
AUD-0004219,BSCM-000087,Jayanagar,2024-05-06 20:00:00,Seal Verification,INS-0014,Pass,Bypass wire found,0.0,,
AUD-0004220,BSCM-000263,Indiranagar,2024-05-26 05:00:00,Field Inspection,INS-0017,Pass,Normal reading verified,0.0,,ALT-001091
AUD-0004221,BSCM-000026,BTM Layout,2024-11-17 07:00:00,Field Inspection,INS-0009,Pass,,0.0,,ALT-001419
AUD-0004222,BSCM-000327,Electronic City,2024-12-31 08:00:00,Meter Replacement,INS-0002,Pass,,0.0,,
AUD-0004223,BSCM-000231,Rajajinagar,2023-10-09 17:00:00,FIR Filed,INS-0011,Pending,Seal broken — theft suspected,0.0,2023-12-01,ALT-002366
AUD-0004224,BSCM-000044,Marathahalli,2024-11-30 01:00:00,Physical Audit,INS-0010,Pass,Normal reading verified,0.0,,
AUD-0004225,BSCM-000378,Koramangala,2023-04-07 14:00:00,Seal Verification,INS-0001,Pass,Normal reading verified,0.0,,
AUD-0004226,BSCM-000165,Jayanagar,2023-08-27 17:00:00,Seal Verification,INS-0006,Pass,Bypass wire found,0.0,,
AUD-0004227,BSCM-000304,BTM Layout,2024-03-17 15:00:00,Physical Audit,INS-0006,Pass,Meter dead — replaced,0.0,,
AUD-0004228,BSCM-000299,Hebbal,2023-12-31 12:00:00,Meter Replacement,INS-0004,Pending,Seal broken — theft suspected,0.0,2024-01-19,
AUD-0004229,BSCM-000297,Hebbal,2023-09-11 21:00:00,Reading Correction,INS-0013,Pass,Bypass wire found,0.0,,
AUD-0004230,BSCM-000332,Indiranagar,2023-11-04 04:00:00,FIR Filed,INS-0006,Pass,Bypass wire found,0.0,,ALT-000942
AUD-0004231,BSCM-000391,Yelahanka,2023-06-30 03:00:00,Physical Audit,INS-0017,Pending,Seal broken — theft suspected,0.0,2023-07-18,
AUD-0004232,BSCM-000002,Whitefield,2024-02-22 16:00:00,Reconnection,INS-0010,Pending,No access to premises,0.0,2024-03-07,
AUD-0004233,BSCM-000388,BTM Layout,2024-06-15 11:00:00,Reconnection,INS-0013,Pass,,0.0,,
AUD-0004234,BSCM-000271,Rajajinagar,2023-08-25 11:00:00,Meter Replacement,INS-0020,Pending,Normal reading verified,0.0,2023-09-22,
AUD-0004235,BSCM-000401,BTM Layout,2024-05-08 07:00:00,Field Inspection,INS-0008,Pass,Normal reading verified,0.0,,ALT-000334
AUD-0004236,BSCM-000335,Whitefield,2023-02-18 06:00:00,Notice Issued,INS-0001,Pass,Normal reading verified,0.0,,
AUD-0004237,BSCM-000407,Electronic City,2024-09-15 11:00:00,Tariff Update,INS-0020,Pass,Meter seal intact,0.0,,
AUD-0004238,BSCM-000236,Indiranagar,2024-06-26 20:00:00,Notice Issued,INS-0014,Pass,Normal reading verified,0.0,,
AUD-0004239,BSCM-000414,Yelahanka,2024-08-23 02:00:00,Notice Issued,INS-0009,Pass,Meter seal intact,0.0,,
AUD-0004240,BSCM-000390,BTM Layout,2024-07-02 20:00:00,Meter Replacement,INS-0020,Pass,Normal reading verified,0.0,,
AUD-0004241,BSCM-000317,Whitefield,2024-07-12 21:00:00,Notice Issued,INS-0016,Fail,Meter seal intact,49077.84,,
AUD-0004242,BSCM-000164,Indiranagar,2023-07-25 01:00:00,Tariff Update,INS-0012,Fail,Seal broken — theft suspected,0.0,,
AUD-0004243,BSCM-000132,BTM Layout,2023-12-02 19:00:00,Reconnection,INS-0008,Fail,Seal broken — theft suspected,0.0,,
AUD-0004244,BSCM-000219,Indiranagar,2023-03-23 04:00:00,Notice Issued,INS-0018,Pass,Bypass wire found,0.0,,
AUD-0004245,BSCM-000149,Whitefield,2023-12-03 22:00:00,Notice Issued,INS-0006,Pass,Consumer cooperative,0.0,,
AUD-0004246,BSCM-000277,Indiranagar,2023-06-28 00:00:00,Field Inspection,INS-0003,Fail,Consumer cooperative,0.0,,ALT-000800
AUD-0004247,BSCM-000322,Indiranagar,2023-01-30 19:00:00,Meter Replacement,INS-0010,Pending,Consumer cooperative,0.0,2023-03-16,
AUD-0004248,BSCM-000103,BTM Layout,2023-11-14 21:00:00,Reconnection,INS-0013,Pass,Meter seal intact,0.0,,
AUD-0004249,BSCM-000123,Jayanagar,2024-11-13 06:00:00,Tariff Update,INS-0012,Pass,Bypass wire found,0.0,,
AUD-0004250,BSCM-000240,Koramangala,2024-07-19 18:00:00,Physical Audit,INS-0013,Pass,Bypass wire found,0.0,,
AUD-0004251,BSCM-000164,Indiranagar,2023-07-22 11:00:00,FIR Filed,INS-0002,Pass,Seal broken — theft suspected,0.0,,ALT-000585
AUD-0004252,BSCM-000149,Whitefield,2024-05-04 08:00:00,Physical Audit,INS-0019,Fail,Normal reading verified,0.0,,
AUD-0004253,BSCM-000030,Whitefield,2024-05-06 11:00:00,Reconnection,INS-0015,Pass,Normal reading verified,0.0,,
AUD-0004254,BSCM-000120,Rajajinagar,2024-03-29 16:00:00,Seal Verification,INS-0019,Pass,Consumer cooperative,0.0,,
AUD-0004255,BSCM-000296,Jayanagar,2024-11-28 04:00:00,Physical Audit,INS-0011,Pass,No access to premises,0.0,,
AUD-0004256,BSCM-000087,Jayanagar,2024-11-06 05:00:00,FIR Filed,INS-0016,Pending,Meter dead — replaced,0.0,2024-12-27,ALT-003078
AUD-0004257,BSCM-000401,BTM Layout,2024-12-04 02:00:00,Disconnection Order,INS-0006,Pass,,0.0,,
AUD-0004258,BSCM-000015,Indiranagar,2024-03-17 01:00:00,Seal Verification,INS-0012,Fail,Bypass wire found,0.0,,
AUD-0004259,BSCM-000188,Rajajinagar,2024-04-12 20:00:00,Reading Correction,INS-0016,Pending,No access to premises,0.0,2024-05-23,
AUD-0004260,BSCM-000239,Yelahanka,2023-08-15 03:00:00,Reconnection,INS-0012,Escalated,Meter dead — replaced,0.0,2023-09-15,
AUD-0004261,BSCM-000458,Whitefield,2023-07-11 22:00:00,Tariff Update,INS-0012,Pending,,0.0,2023-07-31,
AUD-0004262,BSCM-000113,Yelahanka,2023-09-26 04:00:00,Meter Replacement,INS-0005,Escalated,,0.0,2023-10-24,
AUD-0004263,BSCM-000069,Koramangala,2023-07-14 06:00:00,Seal Verification,INS-0002,Pass,,0.0,,
AUD-0004264,BSCM-000292,Electronic City,2024-09-27 18:00:00,Notice Issued,INS-0005,Fail,,33239.23,,
AUD-0004265,BSCM-000323,Indiranagar,2024-01-10 08:00:00,Reconnection,INS-0015,Pass,Meter dead — replaced,0.0,,
AUD-0004266,BSCM-000124,Jayanagar,2024-01-17 06:00:00,Meter Replacement,INS-0006,Pass,Seal broken — theft suspected,0.0,,
AUD-0004267,BSCM-000080,Marathahalli,2023-08-23 05:00:00,Seal Verification,INS-0001,Pass,Seal broken — theft suspected,0.0,,
AUD-0004268,BSCM-000430,Whitefield,2023-11-24 17:00:00,Reconnection,INS-0006,Pass,No access to premises,0.0,,
AUD-0004269,BSCM-000061,Indiranagar,2024-11-23 11:00:00,Disconnection Order,INS-0009,Pass,Consumer cooperative,0.0,,
AUD-0004270,BSCM-000378,Koramangala,2024-01-29 20:00:00,Physical Audit,INS-0007,Escalated,Meter dead — replaced,0.0,2024-03-11,
AUD-0004271,BSCM-000006,Rajajinagar,2024-12-27 16:00:00,FIR Filed,INS-0012,Fail,Consumer cooperative,25592.51,,ALT-001166
AUD-0004272,BSCM-000332,Indiranagar,2024-11-29 19:00:00,Tariff Update,INS-0013,Pass,Bypass wire found,0.0,,
AUD-0004273,BSCM-000350,BTM Layout,2023-10-18 18:00:00,Reconnection,INS-0008,Pass,Seal broken — theft suspected,0.0,,
AUD-0004274,BSCM-000062,Marathahalli,2024-10-16 12:00:00,Field Inspection,INS-0017,Pass,,0.0,,ALT-003057
AUD-0004275,BSCM-000289,Jayanagar,2024-02-23 22:00:00,Field Inspection,INS-0009,Pass,Meter seal intact,0.0,,ALT-003392
AUD-0004276,BSCM-000018,Marathahalli,2023-06-17 22:00:00,Field Inspection,INS-0005,Pass,,0.0,,ALT-003139
AUD-0004277,BSCM-000104,Whitefield,2024-02-10 11:00:00,Physical Audit,INS-0004,Pass,,0.0,,
AUD-0004278,BSCM-000410,Indiranagar,2023-11-15 04:00:00,FIR Filed,INS-0007,Fail,Meter seal intact,4861.73,,ALT-001638
AUD-0004279,BSCM-000210,Yelahanka,2024-09-24 02:00:00,FIR Filed,INS-0008,Pass,Normal reading verified,0.0,,ALT-000981
AUD-0004280,BSCM-000442,Electronic City,2024-08-27 22:00:00,Seal Verification,INS-0010,Pass,Seal broken — theft suspected,0.0,,
AUD-0004281,BSCM-000249,Jayanagar,2024-04-15 02:00:00,FIR Filed,INS-0009,Pass,Normal reading verified,0.0,,ALT-002648
AUD-0004282,BSCM-000417,Yelahanka,2023-08-09 10:00:00,Meter Replacement,INS-0019,Pass,Meter seal intact,0.0,,
AUD-0004283,BSCM-000162,Koramangala,2023-03-14 22:00:00,Reading Correction,INS-0011,Pending,Consumer cooperative,0.0,2023-04-20,
AUD-0004284,BSCM-000110,Hebbal,2024-02-21 22:00:00,Seal Verification,INS-0016,Pass,Consumer cooperative,0.0,,
AUD-0004285,BSCM-000006,Rajajinagar,2023-05-29 01:00:00,Reading Correction,INS-0019,Escalated,Consumer cooperative,0.0,2023-06-05,
AUD-0004286,BSCM-000459,Marathahalli,2024-01-06 10:00:00,Disconnection Order,INS-0005,Fail,Bypass wire found,0.0,,
AUD-0004287,BSCM-000325,Marathahalli,2024-12-07 19:00:00,Notice Issued,INS-0018,Escalated,,0.0,2025-01-15,
AUD-0004288,BSCM-000294,Yelahanka,2024-06-19 11:00:00,Field Inspection,INS-0019,Pending,Bypass wire found,0.0,2024-08-06,ALT-000059
AUD-0004289,BSCM-000295,Hebbal,2023-04-25 07:00:00,Reading Correction,INS-0020,Pass,,0.0,,
AUD-0004290,BSCM-000199,Jayanagar,2024-06-21 13:00:00,FIR Filed,INS-0008,Escalated,Seal broken — theft suspected,0.0,2024-06-30,ALT-003342
AUD-0004291,BSCM-000364,Rajajinagar,2024-05-14 03:00:00,Seal Verification,INS-0006,Escalated,No access to premises,0.0,2024-07-08,
AUD-0004292,BSCM-000144,BTM Layout,2024-09-04 16:00:00,Seal Verification,INS-0001,Pass,Meter dead — replaced,0.0,,
AUD-0004293,BSCM-000129,Hebbal,2024-01-13 20:00:00,Reading Correction,INS-0014,Pass,Consumer cooperative,0.0,,
AUD-0004294,BSCM-000215,Electronic City,2024-11-27 09:00:00,Seal Verification,INS-0007,Pass,Bypass wire found,0.0,,
AUD-0004295,BSCM-000442,Electronic City,2024-09-27 03:00:00,Notice Issued,INS-0006,Pass,Seal broken — theft suspected,0.0,,
AUD-0004296,BSCM-000243,Jayanagar,2023-02-16 20:00:00,Tariff Update,INS-0015,Pending,,0.0,2023-03-08,
AUD-0004297,BSCM-000285,Indiranagar,2024-04-27 15:00:00,Reconnection,INS-0019,Fail,,0.0,,
AUD-0004298,BSCM-000324,Jayanagar,2024-12-12 06:00:00,Tariff Update,INS-0020,Pending,No access to premises,0.0,2025-01-12,
AUD-0004299,BSCM-000133,Electronic City,2024-10-07 03:00:00,Reconnection,INS-0019,Pass,No access to premises,0.0,,
AUD-0004300,BSCM-000080,Marathahalli,2023-02-03 16:00:00,Tariff Update,INS-0013,Escalated,Meter dead — replaced,0.0,2023-03-18,
AUD-0004301,BSCM-000097,Whitefield,2023-04-22 09:00:00,Physical Audit,INS-0020,Pass,Consumer cooperative,0.0,,
AUD-0004302,BSCM-000138,Yelahanka,2024-07-01 09:00:00,Meter Replacement,INS-0012,Pending,Meter seal intact,0.0,2024-08-25,
AUD-0004303,BSCM-000209,Hebbal,2023-11-17 12:00:00,Seal Verification,INS-0002,Pass,Bypass wire found,0.0,,
AUD-0004304,BSCM-000235,Whitefield,2024-03-12 18:00:00,Tariff Update,INS-0005,Pass,Meter seal intact,0.0,,
AUD-0004305,BSCM-000306,Koramangala,2023-09-27 13:00:00,Reconnection,INS-0014,Pass,Consumer cooperative,0.0,,
AUD-0004306,BSCM-000332,Indiranagar,2024-07-13 22:00:00,Reconnection,INS-0003,Pending,Meter seal intact,0.0,2024-08-25,
AUD-0004307,BSCM-000305,Yelahanka,2024-06-08 11:00:00,Tariff Update,INS-0001,Pass,Bypass wire found,0.0,,
AUD-0004308,BSCM-000168,Marathahalli,2023-04-16 23:00:00,Reconnection,INS-0020,Fail,No access to premises,0.0,,
AUD-0004309,BSCM-000072,Hebbal,2023-03-04 20:00:00,Field Inspection,INS-0004,Pending,Consumer cooperative,0.0,2023-03-18,ALT-001589
AUD-0004310,BSCM-000473,Koramangala,2024-07-18 13:00:00,Notice Issued,INS-0005,Pass,Normal reading verified,0.0,,
AUD-0004311,BSCM-000387,Indiranagar,2024-02-10 22:00:00,Seal Verification,INS-0015,Pass,Bypass wire found,0.0,,
AUD-0004312,BSCM-000003,Yelahanka,2024-06-16 07:00:00,Notice Issued,INS-0011,Escalated,,0.0,2024-07-02,
AUD-0004313,BSCM-000483,BTM Layout,2023-06-27 15:00:00,Notice Issued,INS-0016,Pass,Meter dead — replaced,0.0,,
AUD-0004314,BSCM-000011,Hebbal,2024-12-21 20:00:00,Reading Correction,INS-0011,Fail,Normal reading verified,0.0,,
AUD-0004315,BSCM-000155,Jayanagar,2024-05-21 13:00:00,Field Inspection,INS-0004,Pass,,0.0,,ALT-002295
AUD-0004316,BSCM-000051,Whitefield,2024-09-09 09:00:00,Reading Correction,INS-0019,Fail,Meter dead — replaced,0.0,,
AUD-0004317,BSCM-000192,Koramangala,2024-05-20 17:00:00,Reading Correction,INS-0011,Fail,No access to premises,0.0,,
AUD-0004318,BSCM-000317,Whitefield,2023-12-06 18:00:00,Physical Audit,INS-0020,Pending,Meter dead — replaced,0.0,2024-01-27,
AUD-0004319,BSCM-000304,BTM Layout,2023-08-16 16:00:00,Physical Audit,INS-0017,Fail,Meter seal intact,0.0,,
AUD-0004320,BSCM-000086,Koramangala,2024-12-24 19:00:00,Tariff Update,INS-0014,Pass,Bypass wire found,0.0,,
AUD-0004321,BSCM-000405,Yelahanka,2024-08-05 00:00:00,Physical Audit,INS-0020,Pass,,0.0,,
AUD-0004322,BSCM-000015,Indiranagar,2024-01-18 15:00:00,Disconnection Order,INS-0007,Pass,No access to premises,0.0,,
AUD-0004323,BSCM-000203,Electronic City,2024-09-28 16:00:00,Field Inspection,INS-0017,Pass,,0.0,,ALT-001151
AUD-0004324,BSCM-000390,BTM Layout,2023-09-27 06:00:00,Reconnection,INS-0019,Pass,Meter seal intact,0.0,,
AUD-0004325,BSCM-000500,Yelahanka,2023-12-01 01:00:00,Field Inspection,INS-0004,Pass,Consumer cooperative,0.0,,ALT-002164
AUD-0004326,BSCM-000247,Electronic City,2023-01-30 20:00:00,Tariff Update,INS-0020,Pass,Meter dead — replaced,0.0,,
AUD-0004327,BSCM-000323,Indiranagar,2024-08-18 19:00:00,Physical Audit,INS-0003,Pass,Meter seal intact,0.0,,
AUD-0004328,BSCM-000440,Whitefield,2024-07-12 11:00:00,Meter Replacement,INS-0002,Pass,Consumer cooperative,0.0,,
AUD-0004329,BSCM-000164,Indiranagar,2024-07-07 08:00:00,Disconnection Order,INS-0019,Pass,Meter dead — replaced,0.0,,
AUD-0004330,BSCM-000042,Jayanagar,2024-01-30 16:00:00,Reading Correction,INS-0009,Pass,Seal broken — theft suspected,0.0,,
AUD-0004331,BSCM-000128,Jayanagar,2023-11-25 12:00:00,Physical Audit,INS-0014,Fail,No access to premises,0.0,,
AUD-0004332,BSCM-000364,Rajajinagar,2023-10-09 16:00:00,Tariff Update,INS-0002,Fail,Meter seal intact,0.0,,
AUD-0004333,BSCM-000432,Electronic City,2023-04-07 05:00:00,Notice Issued,INS-0004,Pass,Normal reading verified,0.0,,
AUD-0004334,BSCM-000178,Marathahalli,2023-05-17 05:00:00,Notice Issued,INS-0003,Pending,Meter seal intact,0.0,2023-06-08,
AUD-0004335,BSCM-000027,Yelahanka,2023-03-21 11:00:00,Physical Audit,INS-0004,Pending,Consumer cooperative,0.0,2023-04-21,
AUD-0004336,BSCM-000035,Hebbal,2024-03-18 08:00:00,Seal Verification,INS-0001,Escalated,Seal broken — theft suspected,0.0,2024-03-26,
