metric_id,model_name,model_version,evaluation_date,metric_type,metric_value,dataset_size,training_date,feature_drift_psi,distribution_shift_detected,notes
MET-001852,LSTM-v2,2.1.0,2024-10-14,coverage,0.8545,59553,2024-08-22,0.1534,False,Stable performance
MET-001853,LSTM-v2,2.1.0,2024-10-14,latency_p99,153.2506,59553,2024-08-22,0.1534,False,Stable performance
MET-001854,LSTM-v2,2.1.0,2024-10-14,false_positive_rate,0.1456,59553,2024-08-22,0.1534,False,Stable performance
MET-001855,XGBoost-v3,3.2.1,2024-10-14,mape_pct,0.0462,59912,2024-08-13,0.2104,False,Stable performance
MET-001856,XGBoost-v3,3.2.1,2024-10-14,f1_score,0.7337,59912,2024-08-13,0.2104,False,Stable performance
MET-001857,XGBoost-v3,3.2.1,2024-10-14,precision,0.7707,59912,2024-08-13,0.2104,False,Stable performance
MET-001858,XGBoost-v3,3.2.1,2024-10-14,recall,0.6507,59912,2024-08-13,0.2104,False,Stable performance
MET-001859,XGBoost-v3,3.2.1,2024-10-14,auc_roc,0.8744,59912,2024-08-13,0.2104,False,Stable performance
MET-001860,XGBoost-v3,3.2.1,2024-10-14,rmse,2.5921,59912,2024-08-13,0.2104,False,Stable performance
MET-001861,XGBoost-v3,3.2.1,2024-10-14,coverage,0.8439,59912,2024-08-13,0.2104,False,Stable performance
MET-001862,XGBoost-v3,3.2.1,2024-10-14,latency_p99,152.386,59912,2024-08-13,0.2104,False,Stable performance
MET-001863,XGBoost-v3,3.2.1,2024-10-14,false_positive_rate,0.139,59912,2024-08-13,0.2104,False,Stable performance
MET-001864,TFT-v1,1.0.0,2024-10-14,mape_pct,0.0453,59470,2024-08-30,0.1704,False,Stable performance
MET-001865,TFT-v1,1.0.0,2024-10-14,f1_score,0.7295,59470,2024-08-30,0.1704,False,Stable performance
MET-001866,TFT-v1,1.0.0,2024-10-14,precision,0.7763,59470,2024-08-30,0.1704,False,Stable performance
MET-001867,TFT-v1,1.0.0,2024-10-14,recall,0.629,59470,2024-08-30,0.1704,False,Stable performance
MET-001868,TFT-v1,1.0.0,2024-10-14,auc_roc,0.8873,59470,2024-08-30,0.1704,False,Stable performance
MET-001869,TFT-v1,1.0.0,2024-10-14,rmse,2.3091,59470,2024-08-30,0.1704,False,Stable performance
MET-001870,TFT-v1,1.0.0,2024-10-14,coverage,0.8521,59470,2024-08-30,0.1704,False,Stable performance
MET-001871,TFT-v1,1.0.0,2024-10-14,latency_p99,151.034,59470,2024-08-30,0.1704,False,Stable performance
MET-001872,TFT-v1,1.0.0,2024-10-14,false_positive_rate,0.1563,59470,2024-08-30,0.1704,False,Stable performance
MET-001873,Ensemble-v4,4.1.0,2024-10-14,mape_pct,0.0416,60046,2024-08-29,0.1476,False,Stable performance
MET-001874,Ensemble-v4,4.1.0,2024-10-14,f1_score,0.7149,60046,2024-08-29,0.1476,False,Stable performance
MET-001875,Ensemble-v4,4.1.0,2024-10-14,precision,0.8031,60046,2024-08-29,0.1476,False,Stable performance
MET-001876,Ensemble-v4,4.1.0,2024-10-14,recall,0.643,60046,2024-08-29,0.1476,False,Stable performance
MET-001877,Ensemble-v4,4.1.0,2024-10-14,auc_roc,0.8882,60046,2024-08-29,0.1476,False,Stable performance
MET-001878,Ensemble-v4,4.1.0,2024-10-14,rmse,2.6709,60046,2024-08-29,0.1476,False,Stable performance
MET-001879,Ensemble-v4,4.1.0,2024-10-14,coverage,0.8531,60046,2024-08-29,0.1476,False,Stable performance
MET-001880,Ensemble-v4,4.1.0,2024-10-14,latency_p99,151.2422,60046,2024-08-29,0.1476,False,Stable performance
MET-001881,Ensemble-v4,4.1.0,2024-10-14,false_positive_rate,0.146,60046,2024-08-29,0.1476,False,Stable performance
MET-001882,TheftDetect-v2.1,2.1.5,2024-10-14,mape_pct,0.0499,60436,2024-08-14,0.1647,False,Stable performance
MET-001883,TheftDetect-v2.1,2.1.5,2024-10-14,f1_score,0.7298,60436,2024-08-14,0.1647,False,Stable performance
MET-001884,TheftDetect-v2.1,2.1.5,2024-10-14,precision,0.7858,60436,2024-08-14,0.1647,False,Stable performance
MET-001885,TheftDetect-v2.1,2.1.5,2024-10-14,recall,0.647,60436,2024-08-14,0.1647,False,Stable performance
MET-001886,TheftDetect-v2.1,2.1.5,2024-10-14,auc_roc,0.8899,60436,2024-08-14,0.1647,False,Stable performance
MET-001887,TheftDetect-v2.1,2.1.5,2024-10-14,rmse,2.4718,60436,2024-08-14,0.1647,False,Stable performance
MET-001888,TheftDetect-v2.1,2.1.5,2024-10-14,coverage,0.8328,60436,2024-08-14,0.1647,False,Stable performance
MET-001889,TheftDetect-v2.1,2.1.5,2024-10-14,latency_p99,141.7949,60436,2024-08-14,0.1647,False,Stable performance
MET-001890,TheftDetect-v2.1,2.1.5,2024-10-14,false_positive_rate,0.154,60436,2024-08-14,0.1647,False,Stable performance
MET-001891,LSTM-v2,2.1.0,2024-10-21,mape_pct,0.0462,59773,2024-08-29,0.1501,False,Stable performance
MET-001892,LSTM-v2,2.1.0,2024-10-21,f1_score,0.7407,59773,2024-08-29,0.1501,False,Stable performance
MET-001893,LSTM-v2,2.1.0,2024-10-21,precision,0.7703,59773,2024-08-29,0.1501,False,Stable performance
MET-001894,LSTM-v2,2.1.0,2024-10-21,recall,0.6637,59773,2024-08-29,0.1501,False,Stable performance
MET-001895,LSTM-v2,2.1.0,2024-10-21,auc_roc,0.9024,59773,2024-08-29,0.1501,False,Stable performance
MET-001896,LSTM-v2,2.1.0,2024-10-21,rmse,2.2526,59773,2024-08-29,0.1501,False,Stable performance
MET-001897,LSTM-v2,2.1.0,2024-10-21,coverage,0.854,59773,2024-08-29,0.1501,False,Stable performance
MET-001898,LSTM-v2,2.1.0,2024-10-21,latency_p99,126.597,59773,2024-08-29,0.1501,False,Stable performance
MET-001899,LSTM-v2,2.1.0,2024-10-21,false_positive_rate,0.1372,59773,2024-08-29,0.1501,False,Stable performance
MET-001900,XGBoost-v3,3.2.1,2024-10-21,mape_pct,0.0485,60132,2024-08-20,0.2176,False,Stable performance
MET-001901,XGBoost-v3,3.2.1,2024-10-21,f1_score,0.7627,60132,2024-08-20,0.2176,False,Stable performance
MET-001902,XGBoost-v3,3.2.1,2024-10-21,precision,0.7749,60132,2024-08-20,0.2176,False,Stable performance
MET-001903,XGBoost-v3,3.2.1,2024-10-21,recall,0.6448,60132,2024-08-20,0.2176,False,Stable performance
MET-001904,XGBoost-v3,3.2.1,2024-10-21,auc_roc,0.8859,60132,2024-08-20,0.2176,False,Stable performance
MET-001905,XGBoost-v3,3.2.1,2024-10-21,rmse,2.6007,60132,2024-08-20,0.2176,False,Stable performance
MET-001906,XGBoost-v3,3.2.1,2024-10-21,coverage,0.8311,60132,2024-08-20,0.2176,False,Stable performance
MET-001907,XGBoost-v3,3.2.1,2024-10-21,latency_p99,145.9983,60132,2024-08-20,0.2176,False,Stable performance
MET-001908,XGBoost-v3,3.2.1,2024-10-21,false_positive_rate,0.1568,60132,2024-08-20,0.2176,False,Stable performance
MET-001909,TFT-v1,1.0.0,2024-10-21,mape_pct,0.048,59690,2024-09-06,0.1364,False,Stable performance
MET-001910,TFT-v1,1.0.0,2024-10-21,f1_score,0.7393,59690,2024-09-06,0.1364,False,Stable performance
MET-001911,TFT-v1,1.0.0,2024-10-21,precision,0.804,59690,2024-09-06,0.1364,False,Stable performance
MET-001912,TFT-v1,1.0.0,2024-10-21,recall,0.6774,59690,2024-09-06,0.1364,False,Stable performance
MET-001913,TFT-v1,1.0.0,2024-10-21,auc_roc,0.8891,59690,2024-09-06,0.1364,False,Stable performance
MET-001914,TFT-v1,1.0.0,2024-10-21,rmse,2.241,59690,2024-09-06,0.1364,False,Stable performance
MET-001915,TFT-v1,1.0.0,2024-10-21,coverage,0.8352,59690,2024-09-06,0.1364,False,Stable performance
MET-001916,TFT-v1,1.0.0,2024-10-21,latency_p99,151.1852,59690,2024-09-06,0.1364,False,Stable performance
MET-001917,TFT-v1,1.0.0,2024-10-21,false_positive_rate,0.1465,59690,2024-09-06,0.1364,False,Stable performance
MET-001918,Ensemble-v4,4.1.0,2024-10-21,mape_pct,0.0392,60266,2024-09-05,0.1043,False,Stable performance
MET-001919,Ensemble-v4,4.1.0,2024-10-21,f1_score,0.7439,60266,2024-09-05,0.1043,False,Stable performance
MET-001920,Ensemble-v4,4.1.0,2024-10-21,precision,0.8079,60266,2024-09-05,0.1043,False,Stable performance
MET-001921,Ensemble-v4,4.1.0,2024-10-21,recall,0.6674,60266,2024-09-05,0.1043,False,Stable performance
MET-001922,Ensemble-v4,4.1.0,2024-10-21,auc_roc,0.9107,60266,2024-09-05,0.1043,False,Stable performance
MET-001923,Ensemble-v4,4.1.0,2024-10-21,rmse,2.1802,60266,2024-09-05,0.1043,False,Stable performance
MET-001924,Ensemble-v4,4.1.0,2024-10-21,coverage,0.8418,60266,2024-09-05,0.1043,False,Stable performance
MET-001925,Ensemble-v4,4.1.0,2024-10-21,latency_p99,133.1396,60266,2024-09-05,0.1043,False,Stable performance
MET-001926,Ensemble-v4,4.1.0,2024-10-21,false_positive_rate,0.1252,60266,2024-09-05,0.1043,False,Stable performance
MET-001927,TheftDetect-v2.1,2.1.5,2024-10-21,mape_pct,0.0435,60656,2024-08-21,0.1572,False,Stable performance
MET-001928,TheftDetect-v2.1,2.1.5,2024-10-21,f1_score,0.7473,60656,2024-08-21,0.1572,False,Stable performance
MET-001929,TheftDetect-v2.1,2.1.5,2024-10-21,precision,0.7822,60656,2024-08-21,0.1572,False,Stable performance
MET-001930,TheftDetect-v2.1,2.1.5,2024-10-21,recall,0.6596,60656,2024-08-21,0.1572,False,Stable performance
MET-001931,TheftDetect-v2.1,2.1.5,2024-10-21,auc_roc,0.8833,60656,2024-08-21,0.1572,False,Stable performance
MET-001932,TheftDetect-v2.1,2.1.5,2024-10-21,rmse,2.333,60656,2024-08-21,0.1572,False,Stable performance
MET-001933,TheftDetect-v2.1,2.1.5,2024-10-21,coverage,0.8576,60656,2024-08-21,0.1572,False,Stable performance
MET-001934,TheftDetect-v2.1,2.1.5,2024-10-21,latency_p99,139.7059,60656,2024-08-21,0.1572,False,Stable performance
MET-001935,TheftDetect-v2.1,2.1.5,2024-10-21,false_positive_rate,0.1348,60656,2024-08-21,0.1572,False,Stable performance
MET-001936,LSTM-v2,2.1.0,2024-10-28,mape_pct,0.048,59993,2024-09-05,0.1721,False,Stable performance
MET-001937,LSTM-v2,2.1.0,2024-10-28,f1_score,0.7616,59993,2024-09-05,0.1721,False,Stable performance
MET-001938,LSTM-v2,2.1.0,2024-10-28,precision,0.7948,59993,2024-09-05,0.1721,False,Stable performance
MET-001939,LSTM-v2,2.1.0,2024-10-28,recall,0.6517,59993,2024-09-05,0.1721,False,Stable performance
MET-001940,LSTM-v2,2.1.0,2024-10-28,auc_roc,0.9099,59993,2024-09-05,0.1721,False,Stable performance
MET-001941,LSTM-v2,2.1.0,2024-10-28,rmse,2.6102,59993,2024-09-05,0.1721,False,Stable performance
MET-001942,LSTM-v2,2.1.0,2024-10-28,coverage,0.845,59993,2024-09-05,0.1721,False,Stable performance
MET-001943,LSTM-v2,2.1.0,2024-10-28,latency_p99,151.6703,59993,2024-09-05,0.1721,False,Stable performance
MET-001944,LSTM-v2,2.1.0,2024-10-28,false_positive_rate,0.1428,59993,2024-09-05,0.1721,False,Stable performance
MET-001945,XGBoost-v3,3.2.1,2024-10-28,mape_pct,0.0439,60352,2024-08-27,0.2001,False,Stable performance
MET-001946,XGBoost-v3,3.2.1,2024-10-28,f1_score,0.7544,60352,2024-08-27,0.2001,False,Stable performance
MET-001947,XGBoost-v3,3.2.1,2024-10-28,precision,0.7837,60352,2024-08-27,0.2001,False,Stable performance
MET-001948,XGBoost-v3,3.2.1,2024-10-28,recall,0.6613,60352,2024-08-27,0.2001,False,Stable performance
MET-001949,XGBoost-v3,3.2.1,2024-10-28,auc_roc,0.9068,60352,2024-08-27,0.2001,False,Stable performance
MET-001950,XGBoost-v3,3.2.1,2024-10-28,rmse,2.5378,60352,2024-08-27,0.2001,False,Stable performance
MET-001951,XGBoost-v3,3.2.1,2024-10-28,coverage,0.8492,60352,2024-08-27,0.2001,False,Stable performance
MET-001952,XGBoost-v3,3.2.1,2024-10-28,latency_p99,146.5068,60352,2024-08-27,0.2001,False,Stable performance
MET-001953,XGBoost-v3,3.2.1,2024-10-28,false_positive_rate,0.1492,60352,2024-08-27,0.2001,False,Stable performance
MET-001954,TFT-v1,1.0.0,2024-10-28,mape_pct,0.0465,59910,2024-09-13,0.151,False,Stable performance
MET-001955,TFT-v1,1.0.0,2024-10-28,f1_score,0.7604,59910,2024-09-13,0.151,False,Stable performance
MET-001956,TFT-v1,1.0.0,2024-10-28,precision,0.7859,59910,2024-09-13,0.151,False,Stable performance
MET-001957,TFT-v1,1.0.0,2024-10-28,recall,0.6913,59910,2024-09-13,0.151,False,Stable performance
MET-001958,TFT-v1,1.0.0,2024-10-28,auc_roc,0.9068,59910,2024-09-13,0.151,False,Stable performance
MET-001959,TFT-v1,1.0.0,2024-10-28,rmse,2.3969,59910,2024-09-13,0.151,False,Stable performance
MET-001960,TFT-v1,1.0.0,2024-10-28,coverage,0.8479,59910,2024-09-13,0.151,False,Stable performance
MET-001961,TFT-v1,1.0.0,2024-10-28,latency_p99,141.2546,59910,2024-09-13,0.151,False,Stable performance
MET-001962,TFT-v1,1.0.0,2024-10-28,false_positive_rate,0.1341,59910,2024-09-13,0.151,False,Stable performance
MET-001963,Ensemble-v4,4.1.0,2024-10-28,mape_pct,0.0436,60486,2024-09-12,0.1159,False,Stable performance
MET-001964,Ensemble-v4,4.1.0,2024-10-28,f1_score,0.7203,60486,2024-09-12,0.1159,False,Stable performance
MET-001965,Ensemble-v4,4.1.0,2024-10-28,precision,0.7908,60486,2024-09-12,0.1159,False,Stable performance
MET-001966,Ensemble-v4,4.1.0,2024-10-28,recall,0.6706,60486,2024-09-12,0.1159,False,Stable performance
MET-001967,Ensemble-v4,4.1.0,2024-10-28,auc_roc,0.9091,60486,2024-09-12,0.1159,False,Stable performance
MET-001968,Ensemble-v4,4.1.0,2024-10-28,rmse,2.205,60486,2024-09-12,0.1159,False,Stable performance
MET-001969,Ensemble-v4,4.1.0,2024-10-28,coverage,0.8541,60486,2024-09-12,0.1159,False,Stable performance
MET-001970,Ensemble-v4,4.1.0,2024-10-28,latency_p99,139.8926,60486,2024-09-12,0.1159,False,Stable performance
MET-001971,Ensemble-v4,4.1.0,2024-10-28,false_positive_rate,0.1403,60486,2024-09-12,0.1159,False,Stable performance
MET-001972,TheftDetect-v2.1,2.1.5,2024-10-28,mape_pct,0.0469,60876,2024-08-28,0.1554,False,Stable performance
MET-001973,TheftDetect-v2.1,2.1.5,2024-10-28,f1_score,0.7329,60876,2024-08-28,0.1554,False,Stable performance
MET-001974,TheftDetect-v2.1,2.1.5,2024-10-28,precision,0.7799,60876,2024-08-28,0.1554,False,Stable performance
MET-001975,TheftDetect-v2.1,2.1.5,2024-10-28,recall,0.6717,60876,2024-08-28,0.1554,False,Stable performance
MET-001976,TheftDetect-v2.1,2.1.5,2024-10-28,auc_roc,0.8865,60876,2024-08-28,0.1554,False,Stable performance
MET-001977,TheftDetect-v2.1,2.1.5,2024-10-28,rmse,2.4572,60876,2024-08-28,0.1554,False,Stable performance
MET-001978,TheftDetect-v2.1,2.1.5,2024-10-28,coverage,0.8501,60876,2024-08-28,0.1554,False,Stable performance
MET-001979,TheftDetect-v2.1,2.1.5,2024-10-28,latency_p99,162.873,60876,2024-08-28,0.1554,False,Stable performance
MET-001980,TheftDetect-v2.1,2.1.5,2024-10-28,false_positive_rate,0.1458,60876,2024-08-28,0.1554,False,Stable performance
MET-001981,LSTM-v2,2.1.0,2024-11-04,mape_pct,0.039,60213,2024-09-12,0.131,False,Stable performance
MET-001982,LSTM-v2,2.1.0,2024-11-04,f1_score,0.7729,60213,2024-09-12,0.131,False,Stable performance
MET-001983,LSTM-v2,2.1.0,2024-11-04,precision,0.7774,60213,2024-09-12,0.131,False,Stable performance
MET-001984,LSTM-v2,2.1.0,2024-11-04,recall,0.6609,60213,2024-09-12,0.131,False,Stable performance
MET-001985,LSTM-v2,2.1.0,2024-11-04,auc_roc,0.9007,60213,2024-09-12,0.131,False,Stable performance
MET-001986,LSTM-v2,2.1.0,2024-11-04,rmse,2.5959,60213,2024-09-12,0.131,False,Stable performance
MET-001987,LSTM-v2,2.1.0,2024-11-04,coverage,0.848,60213,2024-09-12,0.131,False,Stable performance
MET-001988,LSTM-v2,2.1.0,2024-11-04,latency_p99,143.9036,60213,2024-09-12,0.131,False,Stable performance
MET-001989,LSTM-v2,2.1.0,2024-11-04,false_positive_rate,0.1248,60213,2024-09-12,0.131,False,Stable performance
MET-001990,XGBoost-v3,3.2.1,2024-11-04,mape_pct,0.0454,60572,2024-09-03,0.2112,False,Stable performance
MET-001991,XGBoost-v3,3.2.1,2024-11-04,f1_score,0.716,60572,2024-09-03,0.2112,False,Stable performance
MET-001992,XGBoost-v3,3.2.1,2024-11-04,precision,0.7912,60572,2024-09-03,0.2112,False,Stable performance
MET-001993,XGBoost-v3,3.2.1,2024-11-04,recall,0.6484,60572,2024-09-03,0.2112,False,Stable performance
MET-001994,XGBoost-v3,3.2.1,2024-11-04,auc_roc,0.8938,60572,2024-09-03,0.2112,False,Stable performance
MET-001995,XGBoost-v3,3.2.1,2024-11-04,rmse,2.6639,60572,2024-09-03,0.2112,False,Stable performance
MET-001996,XGBoost-v3,3.2.1,2024-11-04,coverage,0.8322,60572,2024-09-03,0.2112,False,Stable performance
MET-001997,XGBoost-v3,3.2.1,2024-11-04,latency_p99,172.0302,60572,2024-09-03,0.2112,False,Stable performance
MET-001998,XGBoost-v3,3.2.1,2024-11-04,false_positive_rate,0.1349,60572,2024-09-03,0.2112,False,Stable performance
MET-001999,TFT-v1,1.0.0,2024-11-04,mape_pct,0.042,60130,2024-09-20,0.133,False,Stable performance
MET-002000,TFT-v1,1.0.0,2024-11-04,f1_score,0.7618,60130,2024-09-20,0.133,False,Stable performance
MET-002001,TFT-v1,1.0.0,2024-11-04,precision,0.7898,60130,2024-09-20,0.133,False,Stable performance
MET-002002,TFT-v1,1.0.0,2024-11-04,recall,0.652,60130,2024-09-20,0.133,False,Stable performance
MET-002003,TFT-v1,1.0.0,2024-11-04,auc_roc,0.8957,60130,2024-09-20,0.133,False,Stable performance
MET-002004,TFT-v1,1.0.0,2024-11-04,rmse,2.3263,60130,2024-09-20,0.133,False,Stable performance
MET-002005,TFT-v1,1.0.0,2024-11-04,coverage,0.8456,60130,2024-09-20,0.133,False,Stable performance
MET-002006,TFT-v1,1.0.0,2024-11-04,latency_p99,146.5298,60130,2024-09-20,0.133,False,Stable performance
MET-002007,TFT-v1,1.0.0,2024-11-04,false_positive_rate,0.1219,60130,2024-09-20,0.133,False,Stable performance
MET-002008,Ensemble-v4,4.1.0,2024-11-04,mape_pct,0.0468,60706,2024-09-19,0.105,False,Stable performance
MET-002009,Ensemble-v4,4.1.0,2024-11-04,f1_score,0.7553,60706,2024-09-19,0.105,False,Stable performance
MET-002010,Ensemble-v4,4.1.0,2024-11-04,precision,0.8032,60706,2024-09-19,0.105,False,Stable performance
MET-002011,Ensemble-v4,4.1.0,2024-11-04,recall,0.6591,60706,2024-09-19,0.105,False,Stable performance
MET-002012,Ensemble-v4,4.1.0,2024-11-04,auc_roc,0.9064,60706,2024-09-19,0.105,False,Stable performance
MET-002013,Ensemble-v4,4.1.0,2024-11-04,rmse,2.1608,60706,2024-09-19,0.105,False,Stable performance
MET-002014,Ensemble-v4,4.1.0,2024-11-04,coverage,0.8293,60706,2024-09-19,0.105,False,Stable performance
MET-002015,Ensemble-v4,4.1.0,2024-11-04,latency_p99,132.0873,60706,2024-09-19,0.105,False,Stable performance
MET-002016,Ensemble-v4,4.1.0,2024-11-04,false_positive_rate,0.1261,60706,2024-09-19,0.105,False,Stable performance
MET-002017,TheftDetect-v2.1,2.1.5,2024-11-04,mape_pct,0.0429,61096,2024-09-04,0.1437,False,Stable performance
MET-002018,TheftDetect-v2.1,2.1.5,2024-11-04,f1_score,0.7344,61096,2024-09-04,0.1437,False,Stable performance
MET-002019,TheftDetect-v2.1,2.1.5,2024-11-04,precision,0.7852,61096,2024-09-04,0.1437,False,Stable performance
MET-002020,TheftDetect-v2.1,2.1.5,2024-11-04,recall,0.6616,61096,2024-09-04,0.1437,False,Stable performance
MET-002021,TheftDetect-v2.1,2.1.5,2024-11-04,auc_roc,0.8763,61096,2024-09-04,0.1437,False,Stable performance
MET-002022,TheftDetect-v2.1,2.1.5,2024-11-04,rmse,2.1101,61096,2024-09-04,0.1437,False,Stable performance
MET-002023,TheftDetect-v2.1,2.1.5,2024-11-04,coverage,0.8493,61096,2024-09-04,0.1437,False,Stable performance
MET-002024,TheftDetect-v2.1,2.1.5,2024-11-04,latency_p99,147.2514,61096,2024-09-04,0.1437,False,Stable performance
MET-002025,TheftDetect-v2.1,2.1.5,2024-11-04,false_positive_rate,0.1447,61096,2024-09-04,0.1437,False,Stable performance
MET-002026,LSTM-v2,2.1.0,2024-11-11,mape_pct,0.0399,60433,2024-09-19,0.1436,False,Stable performance
MET-002027,LSTM-v2,2.1.0,2024-11-11,f1_score,0.715,60433,2024-09-19,0.1436,False,Stable performance
MET-002028,LSTM-v2,2.1.0,2024-11-11,precision,0.7835,60433,2024-09-19,0.1436,False,Stable performance
MET-002029,LSTM-v2,2.1.0,2024-11-11,recall,0.6746,60433,2024-09-19,0.1436,False,Stable performance
MET-002030,LSTM-v2,2.1.0,2024-11-11,auc_roc,0.9072,60433,2024-09-19,0.1436,False,Stable performance
MET-002031,LSTM-v2,2.1.0,2024-11-11,rmse,2.4113,60433,2024-09-19,0.1436,False,Stable performance
MET-002032,LSTM-v2,2.1.0,2024-11-11,coverage,0.8388,60433,2024-09-19,0.1436,False,Stable performance
MET-002033,LSTM-v2,2.1.0,2024-11-11,latency_p99,135.2909,60433,2024-09-19,0.1436,False,Stable performance
MET-002034,LSTM-v2,2.1.0,2024-11-11,false_positive_rate,0.1274,60433,2024-09-19,0.1436,False,Stable performance
MET-002035,XGBoost-v3,3.2.1,2024-11-11,mape_pct,0.0514,60792,2024-09-10,0.1999,False,Stable performance
MET-002036,XGBoost-v3,3.2.1,2024-11-11,f1_score,0.748,60792,2024-09-10,0.1999,False,Stable performance
MET-002037,XGBoost-v3,3.2.1,2024-11-11,precision,0.782,60792,2024-09-10,0.1999,False,Stable performance
MET-002038,XGBoost-v3,3.2.1,2024-11-11,recall,0.6613,60792,2024-09-10,0.1999,False,Stable performance
MET-002039,XGBoost-v3,3.2.1,2024-11-11,auc_roc,0.878,60792,2024-09-10,0.1999,False,Stable performance
MET-002040,XGBoost-v3,3.2.1,2024-11-11,rmse,2.3829,60792,2024-09-10,0.1999,False,Stable performance
MET-002041,XGBoost-v3,3.2.1,2024-11-11,coverage,0.8583,60792,2024-09-10,0.1999,False,Stable performance
MET-002042,XGBoost-v3,3.2.1,2024-11-11,latency_p99,128.1032,60792,2024-09-10,0.1999,False,Stable performance
MET-002043,XGBoost-v3,3.2.1,2024-11-11,false_positive_rate,0.1276,60792,2024-09-10,0.1999,False,Stable performance
MET-002044,TFT-v1,1.0.0,2024-11-11,mape_pct,0.0476,60350,2024-09-27,0.1949,False,Stable performance
MET-002045,TFT-v1,1.0.0,2024-11-11,f1_score,0.7144,60350,2024-09-27,0.1949,False,Stable performance
MET-002046,TFT-v1,1.0.0,2024-11-11,precision,0.7931,60350,2024-09-27,0.1949,False,Stable performance
MET-002047,TFT-v1,1.0.0,2024-11-11,recall,0.6727,60350,2024-09-27,0.1949,False,Stable performance
MET-002048,TFT-v1,1.0.0,2024-11-11,auc_roc,0.8733,60350,2024-09-27,0.1949,False,Stable performance
MET-002049,TFT-v1,1.0.0,2024-11-11,rmse,2.5387,60350,2024-09-27,0.1949,False,Stable performance
MET-002050,TFT-v1,1.0.0,2024-11-11,coverage,0.8514,60350,2024-09-27,0.1949,False,Stable performance
MET-002051,TFT-v1,1.0.0,2024-11-11,latency_p99,145.281,60350,2024-09-27,0.1949,False,Stable performance
MET-002052,TFT-v1,1.0.0,2024-11-11,false_positive_rate,0.1479,60350,2024-09-27,0.1949,False,Stable performance
MET-002053,Ensemble-v4,4.1.0,2024-11-11,mape_pct,0.0397,60926,2024-09-26,0.1856,False,Stable performance
MET-002054,Ensemble-v4,4.1.0,2024-11-11,f1_score,0.7285,60926,2024-09-26,0.1856,False,Stable performance
MET-002055,Ensemble-v4,4.1.0,2024-11-11,precision,0.7897,60926,2024-09-26,0.1856,False,Stable performance
MET-002056,Ensemble-v4,4.1.0,2024-11-11,recall,0.628,60926,2024-09-26,0.1856,False,Stable performance
MET-002057,Ensemble-v4,4.1.0,2024-11-11,auc_roc,0.8824,60926,2024-09-26,0.1856,False,Stable performance
MET-002058,Ensemble-v4,4.1.0,2024-11-11,rmse,2.7363,60926,2024-09-26,0.1856,False,Stable performance
MET-002059,Ensemble-v4,4.1.0,2024-11-11,coverage,0.8395,60926,2024-09-26,0.1856,False,Stable performance
MET-002060,Ensemble-v4,4.1.0,2024-11-11,latency_p99,135.5997,60926,2024-09-26,0.1856,False,Stable performance
MET-002061,Ensemble-v4,4.1.0,2024-11-11,false_positive_rate,0.1547,60926,2024-09-26,0.1856,False,Stable performance
MET-002062,TheftDetect-v2.1,2.1.5,2024-11-11,mape_pct,0.0447,61316,2024-09-11,0.1611,False,Stable performance
MET-002063,TheftDetect-v2.1,2.1.5,2024-11-11,f1_score,0.7382,61316,2024-09-11,0.1611,False,Stable performance
MET-002064,TheftDetect-v2.1,2.1.5,2024-11-11,precision,0.8033,61316,2024-09-11,0.1611,False,Stable performance
MET-002065,TheftDetect-v2.1,2.1.5,2024-11-11,recall,0.6695,61316,2024-09-11,0.1611,False,Stable performance
MET-002066,TheftDetect-v2.1,2.1.5,2024-11-11,auc_roc,0.8971,61316,2024-09-11,0.1611,False,Stable performance
MET-002067,TheftDetect-v2.1,2.1.5,2024-11-11,rmse,2.3728,61316,2024-09-11,0.1611,False,Stable performance
MET-002068,TheftDetect-v2.1,2.1.5,2024-11-11,coverage,0.8318,61316,2024-09-11,0.1611,False,Stable performance
MET-002069,TheftDetect-v2.1,2.1.5,2024-11-11,latency_p99,156.4632,61316,2024-09-11,0.1611,False,Stable performance
MET-002070,TheftDetect-v2.1,2.1.5,2024-11-11,false_positive_rate,0.15,61316,2024-09-11,0.1611,False,Stable performance
MET-002071,LSTM-v2,2.1.0,2024-11-18,mape_pct,0.0464,60653,2024-09-26,0.1464,False,Stable performance
MET-002072,LSTM-v2,2.1.0,2024-11-18,f1_score,0.7384,60653,2024-09-26,0.1464,False,Stable performance
MET-002073,LSTM-v2,2.1.0,2024-11-18,precision,0.7926,60653,2024-09-26,0.1464,False,Stable performance
MET-002074,LSTM-v2,2.1.0,2024-11-18,recall,0.6981,60653,2024-09-26,0.1464,False,Stable performance
MET-002075,LSTM-v2,2.1.0,2024-11-18,auc_roc,0.8895,60653,2024-09-26,0.1464,False,Stable performance
MET-002076,LSTM-v2,2.1.0,2024-11-18,rmse,2.3622,60653,2024-09-26,0.1464,False,Stable performance
MET-002077,LSTM-v2,2.1.0,2024-11-18,coverage,0.8333,60653,2024-09-26,0.1464,False,Stable performance
MET-002078,LSTM-v2,2.1.0,2024-11-18,latency_p99,154.6303,60653,2024-09-26,0.1464,False,Stable performance
MET-002079,LSTM-v2,2.1.0,2024-11-18,false_positive_rate,0.1293,60653,2024-09-26,0.1464,False,Stable performance
MET-002080,XGBoost-v3,3.2.1,2024-11-18,mape_pct,0.0483,61012,2024-09-17,0.2157,False,Stable performance
